Agilent_Probe_Name	GeneSymbol	GeneName	GO
UKv4_A_23_P315910	TCEB3C	transcription elongation factor B polypeptide 3C (elongin A3)	GO:0003746(translation elongation factor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0016021(integral to membrane)|GO:0045449(regulation of transcription)
UKv4_A_23_P32125	PMPCA	peptidase (mitochondrial processing) alpha	GO:0004222(metalloendopeptidase activity)|GO:0004240(mitochondrial processing peptidase activity)|GO:0005515(protein binding)|GO:0005739(mitochondrion)|GO:0005743(mitochondrial inner membrane)|GO:0006508(proteolysis)
UKv4_A_23_P35667	IKZF5	IKAROS family zinc finger 5 (Pegasus)	GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0005622=intracellular|GO:0005634=nucleus|GO:0003677=DNA binding|GO:0046872=metal ion binding|GO:0008270=zinc ion binding
UKv4_A_32_P466514	C14orf4	chromosome 14 open reading frame 4	GO:0008150=biological_process|GO:0005634=nucleus|GO:0003674=molecular_function
UKv4_A_23_P308042	C6orf195	chromosome 6 open reading frame 195	
UKv4_A_23_P375354	TECTA	tectorin alpha	GO:0007160=cell-matrix adhesion|GO:0007605=sensory perception of sound|GO:0005886=plasma membrane|GO:0005576=extracellular region|GO:0005578=proteinaceous extracellular matrix|GO:0031225=anchored to membrane
UKv4_A_23_P107963	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	GO:0005624(membrane fraction)|GO:0005794(Golgi apparatus)|GO:0005887(integral to plasma membrane)|GO:0005975(carbohydrate metabolic process)|GO:0006486(protein amino acid glycosylation)|GO:0008107(galactoside 2-alpha-L-fucosyltransferase activity)|GO:0008
UKv4_A_23_P3767	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	GO:0001816(cytokine production)|GO:0003700(transcription factor activity)|GO:0003702(RNA polymerase II transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006355(regulation of transcription, DNA-depende
UKv4_A_24_P62800	KLHDC8A	kelch domain containing 8A	
UKv4_A_23_P88119	HSPH1	heat shock 105kDa/110kDa protein 1	GO:0006986=response to unfolded protein|GO:0005737=cytoplasm|GO:0000166=nucleotide binding|GO:0005524=ATP binding
UKv4_A_24_P193295	RAB15	RAB15, member RAS onocogene family	GO:0000166(nucleotide binding)|GO:0005525(GTP binding)|GO:0007264(small GTPase mediated signal transduction)|GO:0015031(protein transport)|GO:0016020(membrane)
UKv4_A_23_P145006	SCGB3A2	secretoglobin, family 3A, member 2	GO:0005515(protein binding)|GO:0005576(extracellular region)
UKv4_A_23_P154488	PNPT1	polyribonucleotide nucleotidyltransferase 1	GO:0006396=RNA processing|GO:0006402=mRNA catabolic process|GO:0005739=mitochondrion|GO:0000175=3'-5'-exoribonuclease activity|GO:0003723=RNA binding|GO:0004654=polyribonucleotide nucleotidyltransferase activity|GO:0016740=transferase activity
UKv4_A_23_P158449	SLC37A3	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	GO:0005215(transporter activity)|GO:0006810(transport)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_24_P370172	LILRA5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	
UKv4_A_32_P336712	C11orf35	chromosome 11 open reading frame 35	
UKv4_A_23_P332268	GABRG3	gamma-aminobutyric acid (GABA) A receptor, gamma 3	GO:0004890(GABA-A receptor activity)|GO:0005216(ion channel activity)|GO:0005230(extracellular ligand-gated ion channel activity)|GO:0005254(chloride channel activity)|GO:0006811(ion transport)|GO:0006821(chloride transport)|GO:0007214(gamma-aminobutyric
UKv4_A_23_P165201	PRODH2	proline dehydrogenase (oxidase) 2	GO:0004657(proline dehydrogenase activity)|GO:0006537(glutamate biosynthetic process)|GO:0006562(proline catabolic process)
UKv4_A_23_P371865	CDYL2	chromodomain protein, Y-like 2	GO:0000785(chromatin)|GO:0003682(chromatin binding)|GO:0003824(catalytic activity)|GO:0005634(nucleus)|GO:0006333(chromatin assembly or disassembly)|GO:0008152(metabolic process)
UKv4_A_23_P106497	IREB2	iron-responsive element binding protein 2	GO:0003723(RNA binding)|GO:0003994(aconitate hydratase activity)|GO:0005506(iron ion binding)|GO:0005737(cytoplasm)|GO:0006879(iron ion homeostasis)|GO:0008152(metabolic process)|GO:0016829(lyase activity)|GO:0030350(iron-responsive element binding)|GO:00
UKv4_A_23_P42588	GIMAP5	GTPase, IMAP family member 5	GO:0005739=mitochondrion|GO:0016021=integral to membrane|GO:0005741=mitochondrial outer membrane|GO:0019867=outer membrane|GO:0000166=nucleotide binding|GO:0005525=GTP binding
UKv4_A_23_P23855	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	
UKv4_A_23_P259049	SLC45A2	solute carrier family 45, member 2	GO:0006583(melanin biosynthetic process from tyrosine)|GO:0007601(visual perception)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0050896(response to stimulus)
UKv4_A_23_P23090	PDC	phosducin	GO:0004859(phospholipase inhibitor activity)|GO:0005625(soluble fraction)|GO:0005737(cytoplasm)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0007601(visual perception)|GO:0007602(phototransduction)|GO:0050896(response to stimulus)
UKv4_A_23_P103226	FAAH	fatty acid amide hydrolase	GO:0004040(amidase activity)|GO:0005102(receptor binding)|GO:0005624(membrane fraction)|GO:0005626(insoluble fraction)|GO:0006631(fatty acid metabolic process)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016787(hydrolase activity)
UKv4_A_23_P87257	MRPL17	mitochondrial ribosomal protein L17	GO:0003735(structural constituent of ribosome)|GO:0005622(intracellular)|GO:0005739(mitochondrion)|GO:0005743(mitochondrial inner membrane)|GO:0005840(ribosome)|GO:0006412(translation)
UKv4_A_24_P230540	RNF212	ring finger protein 212	GO:0005515(protein binding)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P54297	EIF3J	eukaryotic translation initiation factor 3, subunit J	GO:0006412=translation|GO:0006446=regulation of translational initiation|GO:0005829=cytosol|GO:0005852=eukaryotic translation initiation factor 3 complex|GO:0005515=protein binding|GO:0003743=translation initiation factor activity
UKv4_A_32_P18251	LOC388965	FUN14 domain containing 2 pseudogene	
UKv4_A_23_P5163	ATP13A1	ATPase type 13A1	GO:0008152=metabolic process|GO:0006810=transport|GO:0006812=cation transport|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0000166=nucleotide binding|GO:0000287=magnesium ion binding|GO:0005524=ATP binding|GO:0015662=ATPase activity, coupled to
UKv4_A_23_P145096	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	GO:0003847(1-alkyl-2-acetylglycerophosphocholine esterase activity)|GO:0005543(phospholipid binding)|GO:0005576(extracellular region)|GO:0006954(inflammatory response)|GO:0008247(2-acetyl-1-alkylglycerophosphocholine esterase complex)|GO:0016042(lipid cat
UKv4_A_23_P111041	HIST1H2BI	histone cluster 1, H2bi	
UKv4_A_23_P254254	SGSH	N-sulfoglucosamine sulfohydrolase (sulfamidase)	GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005764(lysosome)|GO:0006029(proteoglycan metabolic process)|GO:0008152(metabolic process)|GO:0008484(sulfuric ester hydrolase activity)|GO:0016250(N-sulfoglucosamine sulfohydrolase activity)|
UKv4_A_23_P17471	FAM113A	family with sequence similarity 113, member A	GO:0005515(protein binding)
UKv4_A_24_P101304	ZNF568	zinc finger protein 568	GO:0003676(nucleic acid binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_24_P892472	EMX2OS	empty spiracles homeobox 2 opposite strand	
UKv4_A_23_P132294	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GO:0003674(molecular_function)|GO:0005515(protein binding)|GO:0005622(intracellular)|GO:0005794(Golgi apparatus)|GO:0006461(protein complex assembly)|GO:0006886(intracellular protein transport)|GO:0016020(membrane)|GO:0030130(clathrin coat of trans-Golgi
UKv4_A_23_P92520	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	GO:0005515(protein binding)
UKv4_A_32_P84242	FAM169A	family with sequence similarity 169, member A	
UKv4_A_23_P9214	NANS	N-acetylneuraminic acid synthase (sialic acid synthase)	GO:0003824(catalytic activity)|GO:0005737(cytoplasm)|GO:0008152(metabolic process)|GO:0008781(N-acylneuraminate cytidylyltransferase activity)|GO:0009103(lipopolysaccharide biosynthetic process)|GO:0016051(carbohydrate biosynthetic process)|GO:0016740(tra
UKv4_A_24_P110558	LOC492311	similar to bovine IgA regulatory protein	GO:0005576=extracellular region
UKv4_A_32_P78101	IGSF21	immunoglobin superfamily, member 21	GO:0005576=extracellular region
UKv4_A_23_P152768	TUBG1	tubulin, gamma 1	GO:0000166(nucleotide binding)|GO:0000212(meiotic spindle organization and biogenesis)|GO:0000242(pericentriolar material)|GO:0000794(condensed nuclear chromosome)|GO:0000930(gamma-tubulin complex)|GO:0003924(GTPase activity)|GO:0005200(structural constit
UKv4_A_23_P150935	TROAP	trophinin associated protein (tastin)	GO:0005515(protein binding)|GO:0005737(cytoplasm)|GO:0007155(cell adhesion)
UKv4_A_23_P312344	RBM19	RNA binding motif protein 19	GO:0000166(nucleotide binding)|GO:0003676(nucleic acid binding)|GO:0003723(RNA binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)
UKv4_A_23_P41194	LRRC34	leucine rich repeat containing 34	GO:0005515(protein binding)
UKv4_A_23_P369343	KLK8	kallikrein-related peptidase 8	GO:0004252(serine-type endopeptidase activity)|GO:0006508(proteolysis)|GO:0007399(nervous system development)|GO:0008233(peptidase activity)
UKv4_A_23_P162547	MYL2	myosin, light chain 2, regulatory, cardiac, slow	GO:0003774(motor activity)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005856(cytoskeleton)|GO:0006942(regulation of striated muscle contraction)|GO:0008307(structural constituent of muscle)|GO:0016459(myosin complex)
UKv4_A_23_P99614	BTBD6	BTB (POZ) domain containing 6	GO:0004872(receptor activity)|GO:0005515(protein binding)
UKv4_A_23_P434919	RAB42	RAB42, member RAS oncogene family	GO:0007264=small GTPase mediated signal transduction|GO:0016020=membrane|GO:0000166=nucleotide binding|GO:0005525=GTP binding
UKv4_A_23_P126089	SPRR2C	small proline-rich protein 2C	GO:0001533(cornified envelope)|GO:0003676(nucleic acid binding)|GO:0005198(structural molecule activity)|GO:0005737(cytoplasm)|GO:0007566(embryo implantation)|GO:0008544(epidermis development)|GO:0009411(response to UV)|GO:0030216(keratinocyte differentia
UKv4_A_24_P403734	ZNF385	zinc finger protein 385	GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P52914	OR4C15	olfactory receptor, family 4, subfamily C, member 15	GO:0004872(receptor activity)|GO:0004984(olfactory receptor activity)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0007608(sensory perception of smell)|GO:0016020(membrane)|GO:0016021(integral to memb
UKv4_A_24_P403417	PTGES	prostaglandin E synthase	GO:0005624(membrane fraction)|GO:0006693(prostaglandin metabolic process)|GO:0007165(signal transduction)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016853(isomerase activity)|GO:0050220(prostaglandin-E synthase activity)
UKv4_A_23_P118741	SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)	GO:0005215(transporter activity)|GO:0006810(transport)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_24_P117782	SCRT2	scratch homolog 2, zinc finger protein (Drosophila)	GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_32_P54037	CCDC38	coiled-coil domain containing 38	
UKv4_A_23_P339588	TAGAP	T-cell activation GTPase activating protein	GO:0005085(guanyl-nucleotide exchange factor activity)|GO:0005622(intracellular)|GO:0007165(signal transduction)
UKv4_A_24_P165423	RBP7	retinol binding protein 7, cellular	GO:0006810(transport)|GO:0008289(lipid binding)|GO:0016918(retinal binding)|GO:0019841(retinol binding)
UKv4_A_24_P340247	IZUMO1	izumo sperm-egg fusion 1	GO:0007155(cell adhesion)|GO:0007342(fusion of sperm to egg plasma membrane)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P91250	ZNF334	zinc finger protein 334	GO:0003676(nucleic acid binding)|GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P154050	ALS2CR7	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 7	GO:0000166(nucleotide binding)|GO:0000287(magnesium ion binding)|GO:0004674(protein serine/threonine kinase activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0006468(protein amino acid phosphorylation)|GO:0016740(transferase activity)
UKv4_A_32_P24709	ZNF642	zinc finger protein 642	GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P39386	HCST	hematopoietic cell signal transducer	GO:0016021(integral to membrane)
UKv4_A_23_P207967	KIAA0427	KIAA0427	GO:0003723(RNA binding)
UKv4_A_23_P169978	ZNF608	zinc finger protein 608	GO:0003676(nucleic acid binding)|GO:0005622(intracellular)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P97541	C4BPA	complement component 4 binding protein, alpha	GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0006958(complement activation, classical pathway)|GO:0045087(innate immune response)
UKv4_A_23_P205607	C14orf101	chromosome 14 open reading frame 101	GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_32_P482979	RBM12B	RNA binding motif protein 12B	GO:0000166(nucleotide binding)|GO:0003723(RNA binding)
UKv4_A_23_P146798	SEPHS2	selenophosphate synthetase 2	GO:0000166(nucleotide binding)|GO:0004756(selenide, water dikinase activity)|GO:0005524(ATP binding)|GO:0005575(cellular_component)|GO:0008430(selenium binding)|GO:0016260(selenocysteine biosynthetic process)|GO:0016740(transferase activity)
UKv4_A_23_P72817	GDF3	growth differentiation factor 3	GO:0005125(cytokine activity)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0008083(growth factor activity)
UKv4_A_23_P73511	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	GO:0006464=protein modification process|GO:0006468=protein amino acid phosphorylation|GO:0006468=protein amino acid phosphorylation|GO:0007242=intracellular signaling cascade|GO:0005575=cellular_component|GO:0000166=nucleotide binding|GO:0005515=protein b
UKv4_A_24_P175427	MRRF	mitochondrial ribosome recycling factor	GO:0005739(mitochondrion)|GO:0006412(translation)
UKv4_A_23_P93543	PEX7	peroxisomal biogenesis factor 7	GO:0005053(peroxisome targeting signal-2 binding)|GO:0005777(peroxisome)|GO:0015031(protein transport)
UKv4_A_24_P123385	MAP1B	microtubule-associated protein 1B	GO:0001578=microtubule bundle formation|GO:0007026=negative regulation of microtubule depolymerization|GO:0016358=dendrite development|GO:0005829=cytosol|GO:0005874=microtubule|GO:0005875=microtubule associated complex|GO:0005515=protein binding|GO:000377
UKv4_A_23_P91140	PECR	peroxisomal trans-2-enoyl-CoA reductase	GO:0005739(mitochondrion)|GO:0005777(peroxisome)|GO:0006633(fatty acid biosynthetic process)|GO:0008152(metabolic process)|GO:0016491(oxidoreductase activity)|GO:0019166(trans-2-enoyl-CoA reductase (NADPH) activity)|GO:0042981(regulation of apoptosis)
UKv4_A_24_P111242	SVIP	small VCP/p97-interacting protein	GO:0005886=plasma membrane|GO:0000139=Golgi membrane|GO:0005783=endoplasmic reticulum|GO:0005794=Golgi apparatus|GO:0030868=smooth endoplasmic reticulum membrane
UKv4_A_23_P137923	KCNA2	potassium voltage-gated channel, shaker-related subfamily, member 2	GO:0005216(ion channel activity)|GO:0005249(voltage-gated potassium channel activity)|GO:0005251(delayed rectifier potassium channel activity)|GO:0005515(protein binding)|GO:0006811(ion transport)|GO:0006813(potassium ion transport)|GO:0008076(voltage-gat
UKv4_A_23_P55107	ULK2	unc-51-like kinase 2 (C. elegans)	GO:0007165=signal transduction|GO:0006468=protein amino acid phosphorylation|GO:0007409=axonogenesis|GO:0000166=nucleotide binding|GO:0005515=protein binding|GO:0004674=protein serine/threonine kinase activity|GO:0005524=ATP binding|GO:0016740=transferase
UKv4_A_23_P330561	C19orf59	chromosome 19 open reading frame 59	GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P32199	CRAT	carnitine acetyltransferase	GO:0004092(carnitine O-acetyltransferase activity)|GO:0005739(mitochondrion)|GO:0005777(peroxisome)|GO:0005783(endoplasmic reticulum)|GO:0006629(lipid metabolic process)|GO:0006637(acyl-CoA metabolic process)|GO:0006810(transport)|GO:0008415(acyltransfera
UKv4_A_24_P300394	GSTA2	glutathione S-transferase A2	GO:0004364(glutathione transferase activity)|GO:0008152(metabolic process)|GO:0016740(transferase activity)
UKv4_A_23_P34460	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	GO:0000139(Golgi membrane)|GO:0005338(nucleotide-sugar transporter activity)|GO:0005351(sugar porter activity)|GO:0005462(UDP-N-acetylglucosamine transporter activity)|GO:0005794(Golgi apparatus)|GO:0006047(UDP-N-acetylglucosamine metabolic process)|GO:00
UKv4_A_23_P6293	UBASH3A	ubiquitin associated and SH3 domain containing, A	GO:0005634(nucleus)
UKv4_A_23_P116624	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	GO:0005328(neurotransmitter:sodium symporter activity)|GO:0005887(integral to plasma membrane)|GO:0006836(neurotransmitter transport)|GO:0007268(synaptic transmission)|GO:0015293(symporter activity)|GO:0015375(glycine:sodium symporter activity)|GO:0016020
