set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
regulation of innate immune response (GO:0045088),0.9284284818500013,15/30,RIOK3;DHX58;BIRC2;TLR8;LYAR;RNF135;RNASEL;CCL5;CDC37;NMI;TRAFD1;POLR3D;ADAM8;POLR3G;IRF1,0.9959001614607542,13/30,RIOK3;DHX58;BIRC2;TLR8;LYAR;RNF135;POLR3C;RNASEL;CCL5;CDC37;POLR3D;POLR3G;IRF1,30
regulation of JNK cascade (GO:0046328),0.9294656188191963,25/48,CCL19;CCR7;TRAF2;PER1;RAP2A;GADD45G;EDA2R;PYCARD;RASSF2;TAOK1;DUSP15;NOD2;MAP3K5;MBIP;TLR9;RIPK1;SDCBP;TGFBR3;CD27;ANKRD6;GPS2;GADD45A;PJA2;ZNF622;TNFRSF19,0.6027812774392076,31/48,ZNF675;COPS5;WNT7A;CCL19;CCR7;SERPINF2;MAP3K11;TRAF2;PER1;RAP2A;GADD45G;EDA2R;RASSF2;MARVELD3;TAOK1;NOD2;MAP3K5;MBIP;TLR9;RIPK1;SDCBP;TGFBR3;CD27;ANKRD6;GPS2;MAP4K2;GADD45A;PJA2;ZNF622;CCL21;TNFRSF19,48
platelet degranulation (GO:0002576),0.9294656188191963,25/48,RAB27B;MMRN1;BLK;ANXA5;APOOL;LAMP2;ORM1;TIMP3;RARRES2;TTN;BRPF3;ITIH4;CD9;PPBP;APOA1;PLEK;PF4;NHLRC2;TIMP1;F13A1;SPARC;ISLR;A2M;CYB5R1;CLEC3B,0.9899539710994596,24/48,RAB27B;EGF;MMRN1;SERPINF2;ANXA5;TGFB1;LAMP2;TIMP3;SCCPDH;RARRES2;LGALS3BP;LEFTY2;BRPF3;ITIH4;CD9;PPBP;PLEK;PF4;NHLRC2;TIMP1;SPARC;A2M;CYB5R1;CLEC3B,48
regulation of heart rate by cardiac conduction (GO:0086091),0.9309064060701565,9/19,SCN4B;KCNJ3;CACNA1G;CAMK2D;TRPM4;DSG2;KCNE3;KCNE4;KCNH2,0.9161815126099804,10/19,ISL1;SCN4B;KCNJ3;CACNA1G;KCNE2;CAMK2D;CTNNA3;TRPM4;KCNE3;KCNH2,19
branching morphogenesis of an epithelial tube (GO:0048754),0.9309064060701565,9/19,EPHA2;BMP2;FGF10;SLIT2;CITED1;NPNT;HOXA11;LRP5;HOXD11,0.673563743069338,12/19,EPHA2;PKHD1;FGF10;SLIT2;DLL4;CITED1;NPNT;HOXA11;WT1;LRP5;GDF2;HOXD11,19
bicellular tight junction assembly (GO:0070830),0.9309064060701565,9/19,CLDN23;CLDN10;CLDN2;PARD3;CLDN7;RAMP2;DLG1;CLDN15;ARL2,0.9892730244258716,8/19,CLDN23;CLDN4;CLDN6;DLG1;MARVELD3;CDH5;CLDN15;ARL2,19
organonitrogen compound biosynthetic process (GO:1901566),0.9314819470138861,38/71,STARD10;CDO1;GSTA2;GSTA3;ASL;ASS1;NFS1;SGPP2;PCSK5;GSTA4;STARD7;GSTM2;GSTK1;PLA2G4A;LCAT;ELOVL2;PCYT1A;LPCAT3;FA2H;PAM;NANP;SPHK2;GOLPH3;GSTZ1;PAH;ELOVL4;LPIN1;MOCS2;ARG2;CPS1;APOA1;GSTO2;ELOVL1;LCMT2;APOA2;LPIN3;MOCS3;MOCS1,0.4865569553086427,47/71,STARD10;CDO1;ST3GAL2;GSTA2;GSTA3;OTC;ASL;ASS1;NFS1;GSTP1;ALDH3B2;GSTM1;SAMD8;GSTA4;STARD7;GSTM2;ESD;GSTK1;DMD;CEPT1;PLA2G4A;ARG1;A4GNT;LCAT;ELOVL2;LPCAT3;FA2H;PAM;NANP;GAL3ST2;SPHK2;GOLPH3;GSTZ1;PAH;ELOVL4;LPIN1;ARG2;GSTO2;ELOVL1;PPM1L;SPTLC1;LCMT2;INHA;LPIN3;MOCS3;PCSK5;GAL3ST4,71
heart development (GO:0007507),0.9314819470138861,38/71,MYBPC3;DAND5;ALPK2;LEFTY1;MYL2;GATA5;SYNPO2L;FOXC2;MEGF8;TCAP;POU4F2;MTHFD1;SOX18;FOXF1;RBP4;TEK;STRA6;TBX2;SCUBE1;NCOA6;CITED2;EPHB4;NOTCH1;POPDC3;TGFBR3;SGCG;SGCZ;TBX1;TNNI3;TBX5;BMP2;POU6F1;ALPK3;RAMP2;CRIP1;FOXL1;GATA4;PCSK5,0.4865569553086427,47/71,MMP21;DAND5;ZDHHC16;LEFTY1;GATA5;SYNPO2L;OSR1;CFC1;MEGF8;ISL1;TGFB1;TCAP;NKX2-5;FLRT3;POU4F2;MTHFD1;NDUFV2;ZFPM1;FOXF1;WT1;RBP4;TEK;MIXL1;STRA6;TBX2;SCUBE1;PDLIM7;NCOA6;CER1;CITED2;MYOCD;EPHB4;NOTCH1;POPDC3;TGFBR3;FGF8;SGCG;SGCZ;TBX1;TNNI3;TBX5;POU6F1;ALPK3;CRIP1;BMP10;GATA4;PCSK5,71
extracellular matrix organization (GO:0030198),0.9331175350296566,89/159,P4HB;ITGA4;MMP14;COL4A2;TLL1;COL16A1;ECM2;NOXO1;MMP1;NPNT;CAPG;ITGB5;COL11A2;MMP26;COL6A3;ITGB6;CAPN1;DSPP;A2M;VIT;COL20A1;LAMC3;COL6A2;HAS3;COL9A2;ITGA7;ADAM8;ADAMTS5;MFAP5;SLC39A8;ADAM15;MMP9;ITGA11;ITGA8;LCP1;CTSK;SMOC1;GREM1;ADAMTS13;OPTC;ACAN;ADAMTS8;LAMA3;COL4A4;SCUBE3;LAMA2;LOX;COL21A1;COL9A3;CYP1B1;PLOD2;ITGA6;MMP20;TGFBI;ADAMTS20;HAPLN1;CREB3L1;COL2A1;RECK;HTRA1;SMOC2;ITGAM;MMP13;LAMB2;MMP11;ITGB7;SPARC;COL4A5;TTR;CAPN2;KLK4;COL23A1;ICAM3;ITGAE;ICAM1;NID1;GPM6B;COL25A1;VCAN;ADAM19;ADAMTSL2;MIA;SCUBE1;ADAMTS19;PPIB;TIMP1;KLKB1;TNR;LAMB1,0.8516436499819637,98/159,MMP21;P4HB;ITGA4;MMP14;COL4A2;TLL1;COL16A1;TGFB1;ECM2;NOXO1;MMP1;LAMA5;BGN;ADAMTSL4;NPNT;CAPG;ITGB5;COL11A2;ADAMTS15;CMA1;COL6A3;ITGB6;COL4A3;CAPN1;A2M;MMP17;COL20A1;LAMC3;SERPINF2;HAS3;COL9A2;ITGA7;ADAMTS5;SLC39A8;MMP9;ITGA11;ITGA8;LCP1;CTSK;SMOC1;GREM1;ADAMTS13;OPTC;ACAN;ADAMTS8;LAMA3;COL4A4;SCUBE3;LAMA2;LOX;COL21A1;COL9A3;CYP1B1;PLOD2;ITGA6;TGFBI;ADAMTS20;COL1A1;HAPLN1;MMP24;COL2A1;RECK;ITGA10;TIMP2;SMOC2;COL5A3;ITGAM;KLK2;MMP13;MMP10;BMP1;LAMB2;MMP11;ITGB7;SPARC;TTR;CAPN2;KLK4;COL23A1;ICAM1;NID1;GPM6B;COL25A1;MMP7;ADAM19;VCAN;COL27A1;COL24A1;ADAMTSL2;MIA;SCUBE1;ADAM10;ADAMTS19;MATN1;PPIB;TIMP1;KLKB1;TNR,159
negative regulation of epithelial cell proliferation (GO:0050680),0.9331791749158622,16/32,ALOX5;AQP11;GDF5;KLF9;FGFR2;XDH;BRCA2;TGFBR3;PTPRK;SNAI2;SPARC;MTSS1;CDKN1C;B2M;GHRL;CDC73,0.8937212560351233,18/32,KRIT1;TGFB1;ALOX5;AQP11;MAGED1;KRT4;KLF9;FGFR2;BRCA2;TGFBR3;XDH;SPARC;MARVELD3;MTSS1;CDKN1C;GDF2;B2M;GHRL,32
canonical Wnt signaling pathway (GO:0060070),0.9331791749158622,16/32,WNT5B;FZD3;WNT5A;TCF7L1;SCYL2;NR4A2;FZD2;FRAT2;FRAT1;SFRP5;LRP5;FZD9;FZD10;RYK;FZD8;BCL9,0.4152951951114322,22/32,WNT5B;WNT7A;WNT9A;SCYL2;NR4A2;FRAT2;FRAT1;RYK;FZD8;WNT5A;TCF7L2;WNT2B;BCL9;WNT8B;WNT8A;WNT10B;TCF7L1;BCL9L;LRP5;FZD9;FZD2;WNT3A,32
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),0.9342104147384057,26/50,RNF111;CRB2;LEFTY1;GDF3;CDKN1C;GDF1;CITED1;GDF9;GIPC1;ING2;BMP8B;BMP15;CITED2;C20ORF27;NOTCH1;SDCBP;JAK2;TTK;DAB2;BMP2;ZNF423;BMPR1B;ZEB2;NUMA1;GDF5;SNW1,0.19647142344882212,36/50,CRB2;NODAL;LEFTY1;CDKN1C;HFE;GDF1;TGFB1;FBXL15;GDF15;CITED1;GDF9;GIPC1;BMP6;ING2;LEFTY2;BMP8B;GDF11;BMP15;CITED2;C20ORF27;NOTCH1;SDCBP;JAK2;GDF2;INHBE;TTK;DAB2;INHA;ZNF423;BMPR1B;ZEB2;BMP10;NUMA1;TGFB1I1;CDH5;SNW1,50
negative regulation of cellular process (GO:0048523),0.9345062052799361,139/244,BLM;DDX4;FABP3;NMI;TSC1;TPTE2;HTRA2;PLXNA3;ARHGDIG;SLIT2;ST7L;NDUFA13;ADNP2;TCHP;NDRG3;BNIPL;PIWIL2;NDUFS3;TGFBR3;CD9;APOBEC3G;BTG2;KLF4;IRF1;BMP2;SMYD2;SFRP5;FABP7;UBR2;CYP27B1;ASTL;GMNN;RTN4;ARHGDIB;PML;TEX15;APBB2;VAMP8;PDCD5;GTPBP4;CDH13;ADAM15;AQP11;TMEM115;POU4F2;GLMN;PTPRK;SIPA1;LPCAT3;ADAMTS8;NOTCH1;ARID2;EEF1E1;ADAM22;EI24;APOBEC3H;MNT;RNF139;TBX1;APOA1;CDC73;SIRPG;CYP1B1;NPPB;ATF5;TLR2;TGFBI;ANXA6;CRYAB;GNRH1;BRD7;LILRB1;PPM1D;CBLL1;TNFRSF1B;SLURP1;SMYD5;ALOX15B;PDE3B;EMILIN1;FBLN1;TP53INP1;ALOX5;DACT2;DNAJA3;FER1L5;RAD18;JAK2;RAF1;ENPP1;PIWIL4;SPEG;CBFA2T3;E2F7;DSCAM;TBX5;SULT2B1;CDKN2AIP;CHD5;PARP16;ITGB1BP1;CDC6;APOBEC3D;RASA1;FBXO5;MAP2K1;TXNDC12;TDRD9;WFS1;WDR6;NCK1;ZBTB17;GPLD1;MYL2;ADRA1A;IGFBP7;BTG4;FRK;SCIN;PIWIL1;ZNF503;FBP1;CTBP2;SPHK2;TFAP2B;PACRG;NUP62;ADAMDEC1;TP53I11;CCDC85B;SLIT3;RPS6KA2;IGFBP6;VPS13C;SEMA4D;COPS8;AICDA;SIRT2;TFAP4,0.9428502356948999,148/244,BLM;IL10;DDX4;FABP3;TSC1;HTRA2;PLXNA3;TGFB1;ARHGDIG;SLIT2;ST7L;NDUFA13;PDE8A;ADNP2;NDRG3;SPN;BNIPL;PIWIL2;NDUFS3;PODN;PTPRU;SERTAD3;TGFBR3;CD9;APOBEC3G;COL4A3;BTG2;KLF4;APOBEC3F;IRF1;SMYD2;FABP7;ZBTB7C;UBR2;EIF2AK2;CYP27B1;ASTL;GMNN;RTN4;SEMA5A;ARHGDIB;PML;TEX15;BTG3;WNT9A;SOD2;PDCD5;GTPBP4;CDH13;PLXNB3;PKHD1;AQP11;TMEM115;POU4F2;GLMN;NME6;SIPA1;CER1;LPCAT3;MYOCD;ADAMTS8;NOTCH1;EEF1E1;CDA;ADAM22;EI24;APOBEC3H;MNT;TBX1;SIRPG;CYP1B1;NPPB;BMP10;ATF5;TGFBI;ANXA6;DCUN1D3;CRYAB;GNRH1;BRD7;LILRB1;PPM1D;TNFRSF1B;SLURP1;ALOX15B;PDE3B;WT1;EMILIN1;FBLN1;TP53INP1;ALOX5;DACT2;DNAJA3;FER1L5;RAD18;JAK2;RAF1;ENPP1;PIWIL4;SPEG;GDF2;RFPL1;NGF;CLMN;E2F7;DSCAM;SSTR4;TBX5;INHA;CDKN2AIP;CHD5;DLL4;PARP16;CDC6;APOBEC3D;RASA1;FBXO5;TGFB1I1;MAP2K1;TXNDC12;TDRD9;WFS1;ZBTB17;GPLD1;LPXN;DUX4;IGFBP7;SCIN;AGTR2;ZNF503;ADAM10;CTBP2;SPHK2;TFAP2B;PACRG;NUP62;ADAMDEC1;TP53I11;CCDC85B;SLIT3;RPS6KA2;IGFBP6;VPS13C;SEMA4D;COPS8;SIRT2;PRTN3;TFAP4,244
spermatid development (GO:0007286),0.9347023850203173,10/21,TDRD5;PLD6;CCDC42;TSSK1B;ZMYND15;GALNTL5;PIWIL1;FAM9A;ING2;SPINK2,0.843509092853395,12/21,ACRBP;TDRD5;PLD6;CCDC42;TSSK1B;ZMYND15;SYCP3;DDX25;GALNTL5;FAM9A;ING2;TSSK2,21
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),0.9347023850203173,10/21,HIPK1;BIRC2;PYCARD;GPS2;RIPK1;SYK;TRAF2;RBCK1;TNFRSF1A;APOA1,0.7139036585381751,13/21,ZNF675;PELI3;PYDC1;BIRC2;GPS2;RIPK1;RNF31;SYK;TRAF2;RBCK1;IKBKG;TNFRSF1A;GSTP1,21
keratinocyte differentiation (GO:0030216),0.9347023850203173,10/21,WNT5A;IVL;S100A7;AKR1C3;ANXA1;UGCG;EXPH5;OPN3;JAG1;EPHA2,0.9263269653808205,11/21,ADAM9;WNT5A;S100A7;AKR1C3;ANXA1;UGCG;EXPH5;OPN3;JAG1;EPHA2;TGM3,21
negative regulation of apoptotic process (GO:0043066),0.935945277583466,110/195,ERCC5;HAX1;TCL1A;BARD1;OPN3;ASCL1;TIAF1;FHL2;CITED1;SNX6;TMEM14A;TEK;BRAF;BNIP1;SIAH2;LAMP3;DDAH2;KLF4;CX3CR1;MSH2;FATE1;TFRC;NTF4;ZC3H12A;TLE1;BIRC2;IL2RB;BCL3;NR4A2;SQSTM1;PROC;ADAM8;BHLHB9;FZD3;TRIAP1;MMP9;CD40LG;PIM3;AVEN;HYPK;SFPQ;ANXA4;FXN;CEACAM6;GREM1;NFKBIA;NFATC4;ANXA1;SUPV3L1;NOTCH1;TBX1;DAB2;GATA4;ATF5;PHB2;HCLS1;ARF4;NGFR;CRYAB;GATA1;DKK1;GATA6;PTRH2;APIP;IL7;CCL2;FNIP1;TNFSF18;EVI2B;GHRL;LTK;ARAF;BAG1;CITED2;RIPK1;SNAI2;RAF1;FZD9;HCK;AVP;NOTCH2;PRKCG;PRDX3;VSTM2L;RASA1;WFS1;PRKAA1;ANXA5;HDAC1;KIF14;GRN;VTCN1;SNCA;PLK2;WNT5A;PPIF;GLO1;HIGD2A;GOLPH3;NUAK2;TFAP2B;UBA52;NUP62;CD27;NCKAP1L;PROK2;SEMA4D;MGMT;FOXE3;THOC6,0.7635380654782911,123/195,ERCC5;IL10;HAX1;TCL1A;OPN3;BARD1;ASCL1;ISL1;BAG4;TIAF1;CITED1;SNX6;TEK;BRAF;BNIP1;SIAH2;LAMP3;LRP2;HDAC2;DDAH2;KLF4;MSH2;FATE1;TFRC;ZC3H12A;TLE1;COPS5;BIRC2;RHBDD1;IL2RB;SOD2;BCL3;NR4A2;SQSTM1;OSR1;CRLF1;DNAJB6;NAT8;PKHD1;BCL2L2;TRIAP1;MMP9;CD40LG;PIM3;AVEN;HYPK;SFPQ;ANXA4;FXN;GREM1;DNAJC3;NFKBIA;NFATC4;ANXA1;SUPV3L1;NOTCH1;CD38;TBX1;DAB2;GATA4;ATF5;PHB2;HCLS1;ARF4;NGFR;CRYAB;GATA1;DKK1;GATA6;PTRH2;APIP;GSTP1;NAT8B;IL7;CCL2;WT1;EVI2B;GHRL;LTK;SFN;ARAF;CITED2;RIPK1;RAF1;FZD9;HCK;ANGPTL4;NGF;AVP;SLC30A10;NOTCH2;PRKCG;PRDX3;VSTM2L;RASA1;WFS1;PRKAA1;ANXA5;HDAC1;KIF14;VTCN1;SNCA;PLK2;WNT5A;NKX2-5;PPIF;GLO1;GPX1;ADAM10;HIGD2A;GOLPH3;NUAK2;DPEP1;TFAP2B;UBA52;NUP62;CD27;NCKAP1L;PROK2;SEMA4D;MGMT;FOXE3;THOC6,195
positive regulation of protein kinase B signaling (GO:0051897),0.9361238334778957,35/66,IRS1;INS;CCL19;CCR7;HAX1;NRG4;ADAM8;PIK3CG;TSPYL5;IL18;FGF17;AKR1C3;TRAT1;P2RY12;FGF22;TEK;FGF3;MST1R;MYOC;F10;HPSE;FGF6;LEP;IAPP;ICOS;NRG2;GCNT2;FGF10;CX3CR1;FGFR2;ITGB1BP1;GFRAL;F3;RTN4;HCLS1,0.8803399759304117,39/66,EGF;IRS1;INS;CCL19;CCR7;HAX1;PIK3CG;PIK3CB;CALCR;TGFB1;IL18;GDF15;TCF7L2;FGF17;AKR1C3;TRAT1;P2RY12;FGF22;TEK;FGF4;FGF3;MST1R;FGF23;LRP2;HPSE;FGF8;SEMA5A;LEP;IAPP;ICOS;GCNT2;FGF10;FGFR2;GFRAL;F3;RTN4;FAM110C;HCLS1;CCL21,66
steroid metabolic process (GO:0008202),0.9369689261363927,31/59,DHRS4;SULT1A1;FDFT1;CYP3A4;STS;CYP2A6;NPC1;CYP11B2;CYP3A7;CYP46A1;CYP1A1;FDXR;AKR1C3;HSD3B2;CYP17A1;PIAS4;ABCB11;RDH16;SCP2;UGT1A8;RDH5;CYP2R1;CYP3A5;CYP27B1;FDX1;SULT2B1;CYP1B1;CYP21A2;CYP26A1;CUBN;CYP11A1,0.9842904375630402,31/59,DHRS4;SULT1A1;FDFT1;SRD5A1;AKR1C4;STS;CYP2A6;NPC1;CYP11B2;CYP7A1;CYP46A1;CYP1A1;FDXR;AKR1C3;HSD3B2;CYP17A1;ABCB11;CYP8B1;RDH16;SCP2;UGT2A1;RDH5;CYP27A1;LRP2;CYP2R1;CYP3A5;CYP27B1;CYP1B1;CYP21A2;CYP26A1;CUBN,59
external encapsulating structure organization (GO:0045229),0.936971864395955,62/113,HAPLN1;VIT;LAMC3;COL23A1;COL6A2;ITGA4;ICAM3;COL9A2;ITGA7;COL2A1;MMP14;RECK;COL4A2;ADAMTS5;MFAP5;SLC39A8;COL16A1;ITGAE;ICAM1;NID1;SMOC2;ADAM15;ECM2;ITGAM;MMP1;MMP9;VCAN;ADAM19;ITGA11;ITGA8;NPNT;ADAMTSL2;MIA;ITGB5;COL4A5;COL11A2;SMOC1;ADAMTS19;MMP13;ADAMTS13;ACAN;MMP26;ADAMTS8;COL6A3;LAMA3;COL4A4;LAMA2;ITGB6;TTR;LAMB2;LOX;MMP11;ITGB7;COL9A3;DSPP;SPARC;ITGA6;TNR;MMP20;TGFBI;ADAMTS20;LAMB1,0.8906184889685573,68/113,HAPLN1;MMP21;MMP24;LAMC3;COL23A1;ITGA4;COL9A2;ITGA7;COL2A1;MMP14;RECK;COL4A2;ADAMTS5;ICAM1;SLC39A8;COL16A1;ITGA10;TGM3;NID1;SMOC2;ECM2;LAMA5;MMP1;MMP9;COL1A1;COL5A3;ITGAM;MMP7;BGN;ADAMTSL4;ADAM19;ITGA11;ITGA8;NPNT;VCAN;COL27A1;COL24A1;ADAMTSL2;MIA;ITGB5;COL11A2;ADAMTS15;SMOC1;ADAMTS19;MMP13;ADAMTS13;ACAN;MMP10;ADAMTS8;COL6A3;LAMA3;COL4A4;LAMA2;ITGB6;TTR;MATN1;LAMB2;COL4A3;LOX;MMP11;ITGB7;COL9A3;SPARC;ITGA6;TNR;TGFBI;ADAMTS20;MMP17,113
protein N-linked glycosylation (GO:0006487),0.9375924049112861,17/34,TUSC3;DPAGT1;PMM1;DPM1;RPN2;ALG12;GAL3ST1;MGAT2;MGAT4C;B4GALT1;B4GALT7;MGAT4A;KRTCAP2;MGAT5;SLC39A8;PMM2;ALG2,0.6031851094767251,22/34,ASGR2;DPM1;ALG12;KRTCAP2;SLC39A8;ALG10;TUSC3;PGM3;UBE2J1;PMM1;RPN2;GAL3ST1;MGAT2;MGAT4A;MGAT5;PMM2;ALG2;B4GALT1;ALG10B;ALG5;B4GALT7;MGAT3,34
negative regulation of proteolysis (GO:0045861),0.9384092834852147,11/23,SERPINB4;TM4SF20;TIMP1;INS;TIMP4;TMEM59;TIMP3;SERPINE2;SNX12;CST7;CHAC1,0.7487325581111965,14/23,TIMP2;CSTB;SERPINB4;TM4SF20;TIMP1;IL10;INS;TIMP4;TMEM59;TIMP3;SERPINE2;SNX12;CST7;CHAC1,23
regulation of bone mineralization (GO:0030500),0.9384092834852147,11/23,PTH;S1PR1;GREM1;BMP2;ALOX5;BMPR1B;FZD9;ENPP1;TRPM4;CYP27B1;GPM6B,0.7487325581111965,14/23,S1PR1;TGFB1;GREM1;ALOX5;FGF23;BMPR1B;FZD9;OSR1;ENPP1;BMP6;TRPM4;CYP27B1;TMEM119;GPM6B,23
regulation of extrinsic apoptotic signaling pathway (GO:2001236),0.9384092834852147,11/23,SIAH2;AGT;PML;PYCARD;RIPK1;G0S2;TRAF2;ITGA6;TNFSF12;FEM1B;WWOX,0.42261523581861565,16/23,AGTR2;SIAH2;PELI3;AGT;PML;TCF7L2;RIPK1;G0S2;TRAF2;ITGA6;TNFSF12;FEM1B;PSME3;GSTP1;WWOX;BCL2L12,23
neuropeptide signaling pathway (GO:0007218),0.9413178058287804,23/45,NMUR1;ADCYAP1;NXPH3;GLRB;NXPH2;SORCS2;SORCS3;MCHR2;GLRA2;HCRTR2;GAL;OPRL1;HCRTR1;SORL1;NPPA;PYY;NMU;MCHR1;LTB4R;AGRP;NPPB;PPY;PENK,0.7229563323517226,28/45,NMUR1;ADCYAP1;GPR149;NXPH3;GLRB;NXPH2;SORCS2;CYSLTR1;SORCS3;GLRA2;OPRD1;HCRTR2;NMUR2;GAL;HCRTR1;SORL1;NPPA;PYY;NMU;SSTR4;GALR3;GALR2;LTB4R;NPPB;PPY;GRP;PENK;UTS2R,45
cation transmembrane transport (GO:0098655),0.9419856843961545,12/25,TRPM5;SLC29A4;P2RX3;SLC25A38;SFXN2;SLC38A5;TRPM8;TRPM4;SLC25A20;ATP1A2;KCNJ11;SLC25A19,0.7789097190677885,15/25,TRPM5;SLC29A4;P2RX3;SLC25A38;SFXN2;SLC38A5;SLC22A5;PKD2L1;SLC25A20;TRPM4;SLC6A9;TRPM1;ATP1A2;KCNJ11;SLC25A19,25
sphingolipid metabolic process (GO:0006665),0.9452163540710418,24/47,PDXDC1;TEX2;STS;FUT5;SGPP2;UGT8;SERINC1;B3GALNT1;SUMF1;ELOVL2;GAL3ST1;FA2H;UGCG;SPHK2;SUMF2;ELOVL4;ST6GALNAC3;NSMAF;ELOVL1;ST6GALNAC6;ARSA;GLA;FUT3;ABCA2,0.7488930127398943,29/47,PDXDC1;AGK;FUT7;STS;FUT5;ALDH3B2;UGT8;SERINC1;SAMD8;HEXA;SUMF1;ALOX12B;ELOVL2;GAL3ST1;FA2H;UGCG;SPHK2;SUMF2;ELOVL4;NSMAF;ELOVL1;ST6GALNAC3;PPM1L;SPTLC1;ALOXE3;ARSA;GLA;FUT3;ABCA2,47
defense response to Gram-negative bacterium (GO:0050829),0.9455077161902513,19/38,RNASE6;LCE3A;TNFRSF14;CHGA;S100A7;PYCARD;PRB3;CAMP;RARRES2;TLR9;DEFB118;CST11;DEFA1;DEFB119;NLRP10;DEFA4;LYZ;IL23R;GSDMD,0.999675107694107,15/38,TLR9;CHGA;DEFB1;S100A7;RNASE6;PRB3;DEFA4;IL23R;CAMP;RARRES2;LYZ;GSDMD;TNFRSF14;IL12B;LBP,38
oligosaccharide metabolic process (GO:0009311),0.9486660312767963,14/29,B4GALT1;ST6GALNAC6;ST6GALNAC4;ST6GAL2;ST6GALNAC5;FUT9;FUT5;AMY1C;B3GALT1;GAL3ST3;GLA;FUT3;ST6GALNAC3;ST8SIA1,0.9071127049748922,16/29,B4GALT1;ST6GALNAC4;ST6GAL2;ST3GAL2;ST6GALNAC5;FUT7;NAGA;FUT5;AMY1C;GAL3ST4;B3GALT1;GAL3ST3;GLA;FUT3;ST6GALNAC3;ST8SIA1,29
organic hydroxy compound biosynthetic process (GO:1901617),0.9486660312767963,14/29,OSBPL6;DHCR7;OSBPL1A;SLC27A2;SQLE;AKR1C3;SLC27A5;CH25H;ACOX2;ABCB11;SCP2;EBP;CYP46A1;ALOX15B,0.9071127049748922,16/29,OSBPL6;DHCR7;OSBPL7;SLC27A2;SQLE;CYP27A1;AKR1C3;AKR1C4;ACOX2;ABCB11;CYP8B1;SCP2;EBP;CYP7A1;CYP46A1;ALOX15B,29
cellular response to light stimulus (GO:0071482),0.9486660312767963,14/29,PARP1;YY1;TRIAP1;RGR;ATR;RUVBL2;PDE6G;PTPRK;DHX36;AURKB;OPN3;OPN1SW;TMEM161A;ERCC4,0.5721791089368127,19/29,RPL26;RHBDD1;PDE6G;OPN3;EIF2AK4;OPN1LW;GPR52;TRIAP1;AURKB;PARP1;RUVBL2;TRPM1;OPN1SW;TMEM161A;ATR;DHX36;YY1;RGR;ERCC4,29
eye development (GO:0001654),0.9486660312767963,14/29,SMOC1;HIPK1;SLC39A5;ATF6;TSKU;SCO2;GDF3;BMPR1B;FOXE3;RBP4;STRA6;RAB3GAP1;SIX3;MAB21L2,0.9071127049748922,16/29,SMOC1;TSKU;ATF6;ZDHHC16;PBX3;ABCB5;SALL2;BMPR1B;FOXE3;WT1;RBP4;STRA6;RAB3GAP1;CHRDL1;SIX3;MAB21L2,29
protein homotetramerization (GO:0051289),0.9486660312767963,14/29,USP16;UPB1;CBY1;KIF25;CBR4;RYR3;TRPM4;APIP;B2M;ALDH9A1;HPRT1;GNMT;TK1;SSBP1,0.5721791089368127,19/29,CTH;SOD2;APIP;ALDH9A1;HPRT1;TK1;USP16;UPB1;TRPM4;B2M;TRPV5;KIF25;SSBP1;GNMT;CBY1;CBR4;AQP5;PKD2L1;RYR3,29
negative regulation of cellular component organization (GO:0051129),0.9490555622925771,20/40,RIOK3;CRYAB;LILRB1;ABCA7;LCMT1;RDX;HSF1;LRSAM1;SCAMP5;MCTP1;RAF1;SLN;SORL1;SVIP;APOA1;IAPP;DNAJB1;APOA2;TMEFF2;TRAF3IP1,0.8069492193422758,24/40,RIOK3;CRYAB;LILRB1;ABCA7;LCMT1;WASL;RDX;DNAJB6;ISL1;LRSAM1;BMP6;SCAMP5;OPRD1;SOST;RAF1;SLN;SORL1;SVIP;IAPP;DNAJB1;EPHA3;TMEFF2;RTEL1;HSF1,40
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),0.9490555622925771,20/40,INS;HAX1;PIP5K1B;PIK3CG;HCST;IL18;CRNN;TEK;PPP2R5B;FBXL2;PTPN13;STAMBP;MYOC;JAK2;LEP;AGT;IER3;CCL5;SEMA4D;HCLS1,0.9842123203197698,20/40,EGF;INS;HAX1;PIP5K1B;PIK3CG;PIK3CB;IL18;TEK;PPP2R5B;FBXL2;PTPN13;STAMBP;LIME1;JAK2;LEP;AGT;IER3;CCL5;SEMA4D;HCLS1,40
cellular response to organonitrogen compound (GO:0071417),0.9490555622925771,20/40,FOLR1;CPEB1;P2RY2;HTR1B;SLC5A5;P2RX3;SLIT2;P2RY12;GLRA2;HCN3;PDE2A;RRAGD;AQP9;RRAGA;GOLPH3;CRHBP;AHR;RYR3;CAPN2;EGR1,0.9346171904267182,22/40,FOLR1;CPEB1;P2RY11;HTR1B;SLC5A5;P2RX3;SLIT2;P2RY12;GLRA2;WT1;PDE3A;HCN3;PDE2A;AQP9;GOLPH3;CRHBP;AHR;AQP8;PDXP;RYR3;CAPN2;EGR1,40
