set,Real_Score,Real_Rank,Real_Count,Syn_Score,Syn_Rank,Syn_Count,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes
regulation of reactive oxygen species metabolic process (GO:2000377),0.5542897774997845,303.0,24,0.7472722764777342,489.0,24,0.053329526816238156,0.5637097639247673,19/24,PDK3;BST1;ZC3H12A;DHRS4;NOXO1;SIRT2;CYP1B1;XDH;AKR1C3;ALOX5;GADD45A;SPHK2;AGT;SIRT5;DCXR;RIPK1;SNCA;ARF4;CBR1,0.5406270376633594,0.9999841444821818,19/24,PDK3;BST1;ZC3H12A;DHRS4;NOXO1;SIRT2;CYP1B1;NOXA1;XDH;AKR1C3;GADD45A;SPHK2;SLC25A33;SIRT5;MPV17;DCXR;SNCA;ARF4;CBR1
dephosphorylation (GO:0016311),0.5541673661635854,304.0,50,0.756346276233235,461.0,50,0.41361865027905015,0.9998690134726378,32/50,PPP2R5E;PPM1G;PPM1D;PPP2R5B;PNKP;ILKAP;MTMR7;HDHD2;MTMR3;PTPN13;ACP6;CTDSP1;PPP2R3B;DAPP1;SGPP2;CDC14B;PTPRK;PDP2;DUSP26;PPP3CC;DUSP23;EPHX2;PPM1J;THTPA;TPTE2;DUSP5;DUSP15;PPP2R2A;PPP5C;PTPRH;FBP1;PTPN5,0.6773616624248979,0.9999841444821818,38/50,PTPRG;PPM1G;PPM1D;ALPI;PPP2R5B;PNKP;PTPRU;MTMR7;HDHD2;MTMR3;PTPN13;ACP6;CTDSP1;PPP2R3B;DAPP1;SGPP2;CDC14B;PDP2;DUSP26;PPP3CC;DUSP23;EPHX2;PPM1J;DUSP9;THTPA;TPTE2;DUSP5;DUSP15;PPP2R2A;SGPP1;PPP5C;UBLCP1;PTPRH;PTPRS;FBP1;DUSP11;PTPN5;PPEF2
negative regulation of fat cell differentiation (GO:0045599),0.5541357761425092,305.0,15,0.8130418377581224,270.0,15,0.4480691662850669,0.9998690134726378,10/15,SIRT2;RUNX1T1;ENPP1;WNT5A;GPS2;ZFP36L2;BBS12;CCDC85B;LRP3;E2F1,0.5561416744866443,0.9999841444821818,12/15,SIRT2;RUNX1T1;ENPP1;WNT5A;GPS2;E2F1;ZFP36L2;ZFPM1;BBS12;CCDC85B;LRP3;SIRT1
protein deubiquitination (GO:0016579),0.5539432830131572,306.0,94,0.7049182504366113,696.0,94,0.10917092443574518,0.7303436097156739,64/94,USP8;USP38;IFIH1;STAMBPL1;STAMBP;ZC3H12A;PSMD2;SENP8;SUPT3H;YY1;NLRP3;CLSPN;WDR20;USP13;TRRAP;PSMD6;USP20;BARD1;UIMC1;USP21;UBA52;ACTR5;PSMB3;UCHL3;PSMD8;USP51;TAF10;PSMB4;SUDS3;STAM;PSMA4;TNIP3;PSMB10;PSMC3;TRAF2;PSMD4;DDB2;TNIP2;PSMC5;TFPT;PSME4;IL33;USP24;CDC20;PSMB8;RAD23A;ADRB2;USP16;JOSD2;PSMA5;WDR48;NFKBIA;PSMD7;RIPK1;ENY2;USP44;PSMD11;HCFC1;BIRC2;PSMD14;CCNA2;SMURF2;SIAH2;PSMA2,0.9787099538794376,0.9999841444821818,65/94,USP8;USP19;USP38;IFIH1;OTUD6A;STAMBPL1;STAMBP;ZC3H12A;PSMD2;SENP8;SUPT3H;YY1;NLRP3;CLSPN;WDR20;TRRAP;PSMD6;BARD1;UIMC1;USP21;UBA52;ACTR5;PSMB3;UCHL3;PSMD8;PSMB4;TAF10;OTUD3;STAM;CFTR;PSMC3;TRAF2;PSMD4;DDB2;USP49;TNIP2;PSMC5;TFPT;PSME4;USP24;CDC20;ADRB2;USP16;NFRKB;USP11;JOSD2;OTUD6B;WDR48;PSMD7;IKBKG;KAT2A;ENY2;USP44;PSME3;PSMD11;HCFC1;RNF123;PSMA8;MCRS1;PSMC2;BIRC2;CCNA2;SMAD4;SIAH2;PSMA2
neuron migration (GO:0001764),0.5535334391395216,307.0,16,0.7681610258735871,408.0,16,0.8832652025569516,0.9998690134726378,8/16,DISC1;NR4A2;DNER;CDK5R1;MAP1B;TUBB2A;PEX13;CDKL5,0.7202750241088727,0.9999841444821818,12/16,DISC1;NR4A2;DNER;CCK;MAP1B;CDK5;TUBB2A;TUBGCP2;PEX13;RELN;CELSR1;CDKL5
protein dephosphorylation (GO:0006470),0.5532000295132785,308.0,48,0.7119707264998049,657.0,48,0.18572785884769885,0.9288434365410292,33/48,SSU72;PPP2R2B;PPM1G;PPM1D;PPP2R5E;PPP2R5B;ILKAP;DUSP21;MTMR7;MTMR3;PTPN13;CTDSP1;PPP2R3B;PPP1R15A;DAPP1;EYA1;CDC14B;PTPRK;PDP2;DUSP26;NCK1;PPP3CC;PPM1J;PPP1R15B;UBASH3B;PPTC7;TPTE2;DUSP5;PPP2R2A;PPP5C;PTPRH;EYA4;PTPN5,0.8293225012249115,0.9999841444821818,35/48,PTPRG;SSU72;PPP2R2B;PPM1G;PPM1D;PPP2R5B;PPP2R2D;PTPRU;MTMR7;MTMR3;PTPN13;CTDSP1;PPP2R3B;PPP1R15A;DAPP1;EYA1;CDC14B;PDP2;DUSP26;NCK1;PPP3CC;PPM1J;PPP1R15B;UBASH3B;DUSP9;TPTE2;DUSP5;PPP2R2A;PPP5C;UBLCP1;PTPRH;PTPRS;DUSP11;PTPN5;PPEF2
positive regulation of protein-containing complex assembly (GO:0031334),0.5522645517166815,309.0,49,0.6907344272718432,772.0,49,0.45750775230042634,0.9998690134726378,31/49,ERCC5;CDC42EP2;ATR;RBX1;LCP1;PARP1;CHD1L;RPA3;FNIP1;MMP1;TPPP2;RPA1;SYK;PSMC3;FAF1;TCL1A;DDB2;PSMC5;RPS3;EIF4G1;ERCC4;MED25;GTF2H4;PLEK;CAPG;SNCA;PIH1D1;GTF2H5;TFRC;GTF2H1;TPPP,0.8076017754394582,0.9999841444821818,36/49,BAK1;CDH5;ERCC5;CDC42EP2;SH3GLB1;ATR;LCP1;PARP1;RPA3;GBP5;FNIP1;MMP1;ISG15;RPA1;SYK;RPA2;PSMC3;FAF1;DDB2;PSMC5;GTF2H3;EIF4G1;ERCC4;CLEC7A;MED25;GTF2H4;PLEK;SNCA;PIH1D1;PSMC2;GTF2H5;MMP3;STUB1;CAPG;TPPP;ERCC3
protein monoubiquitination (GO:0006513),0.5520252733900769,310.0,19,0.6528888023489102,953.0,19,0.539232196692058,0.9998690134726378,12/19,UBE2R2;RAD18;RNF40;DTL;CDC73;ZNF598;RBX1;UBE2T;RNF126;KBTBD8;RNF20;LEO1,0.7604595140388016,0.9999841444821818,14/19,TOPORS;UBE2R2;RAD18;RNF40;DTL;CDC73;ZNF598;PEX12;UBE2T;RNF126;UBE2O;KBTBD8;RNF20;LEO1
histone deacetylation (GO:0016575),0.5515784332178498,311.0,24,0.8381536168163682,193.0,24,0.23297027304252596,0.9962206661546672,17/24,MIER2;SIRT2;SMARCAD1;SIN3A;TBL1Y;MTA2;PER1;HDAC11;SUDS3;PRDM5;TRERF1;SIN3B;HDAC1;SFPQ;MTA3;SIRT6;RBM14,0.8500257513314633,0.9999841444821818,17/24,SIRT2;SMARCAD1;SIN3A;TBL1Y;HDAC1;MTA2;HDAC6;PRDM5;TRERF1;SIRT7;SIN3B;HDAC10;SFPQ;MTA3;SIRT6;SIRT1;MIER2
positive regulation of translation (GO:0045727),0.5514195554371356,312.0,31,0.6343674158777982,1034.0,31,0.09856320500084322,0.6943422851072758,23/31,EEF2;FXR2;NAT10;NSUN5;JMJD4;CDC123;EIF2B5;RPS9;METTL5;PASK;DHX36;BCL3;USP16;CCL5;FASTKD3;TRUB2;POLR2G;RPS27L;RPS6KB2;PIWIL2;ZCCHC13;EIF4A3;MRPS27,0.8628008841462464,0.9999841444821818,22/31,EEF2;POLDIP3;RPUSD3;NAT10;NSUN5;JMJD4;METTL3;CD28;CDC123;EIF2B5;RPS9;YTHDF3;BCL3;USP16;CCL5;TRUB2;POLR2G;RPS6KB2;RPL26;PIWIL2;EIF4A3;MRPS27
protein polyubiquitination (GO:0000209),0.5509964970246849,313.0,128,0.7111940801678678,664.0,128,0.013821184964028371,0.29922223699255324,91/128,CDC16;FBXW10;RBX1;CDC23;PSMD2;LRSAM1;UBE2D4;TNKS2;ZFP91;FBXO31;HECTD1;TRAF2;RNF146;C10ORF90;RNF125;RBCK1;RNF20;TRIM56;HACE1;RNF135;RNF217;FBXL20;RNF126;FBXO22;SIAH2;RNF168;FBXO30;CHFR;BARD1;PSMB3;PSMD8;RNF26;PSMC3;PSMC5;FBXO17;ANAPC11;FBXL14;PSMD7;UBE2NL;RNF152;PSMD11;FBXO41;FBXO38;BIRC2;UBE2T;FBXO6;FBXW9;FBXL5;TPP2;KBTBD6;THOP1;IRF2BP1;PELI1;TRIM34;RBBP6;KBTBD7;HERC5;PSMD6;ANAPC10;PSMB10;FBXL8;PSMD4;FBXO2;PSMA5;TRIML1;FBXO11;UBE2R2;FBXL3;UBE2U;FBXO28;RC3H1;UBR2;FBXL13;WWP1;MKRN3;UBA52;PSMB4;CDC26;PSMA4;TRIM69;DDB2;UBE4A;PSME4;ANAPC2;HECW1;PSMB8;DTL;UBE2E2;PSMD14;SMURF2;PSMA2,0.5734953118091548,0.9999841444821818,99/128,CDC16;FBXW10;CDC23;PSMD2;UBE2V2;FBXO10;LRSAM1;UBE2O;UBE2L6;UBE2D4;TRIM68;ZFP91;FBXL15;FBXO31;HECTD1;TRAF2;PELI2;RNF146;TRAF3IP2;C10ORF90;RNF125;RBCK1;RNF20;TRIM56;FBXO15;PSME3;TOPORS;HACE1;RNF135;TRIM3;PSMC2;RNF126;FBXO22;SIAH2;RNF168;FBXO30;CHFR;BARD1;PSMB3;PSMD8;UBE2J1;PSMC3;PSMC5;PPIL2;FBXO17;ANAPC11;PELI3;FBXL14;PSMD7;UBE2NL;RNF152;ANAPC13;PSMD11;FBXO38;BIRC2;UBE2T;FBXO6;FBXW9;FBXL5;TPP2;KBTBD6;IRF2BP1;PELI1;RBBP6;KBTBD7;FBXW5;PSMD6;FBXL18;ANAPC10;FBXL8;PSMD4;FBXO2;TRIML1;FBXO11;UBE2R2;FBXO27;FBXL3;UBE2U;FBXO28;STUB1;RC3H1;ANKRD39;FBXL13;WWP1;MKRN3;UBA52;PSMB4;CDC26;DDB2;UBE4A;PSME4;ANAPC2;HECW1;ARIH1;PSMA8;DTL;UBE2E2;TRIM5;PSMA2
peptidyl-serine modification (GO:0018209),0.5505193045770894,314.0,59,0.6899774555304042,776.0,59,0.3714261954882683,0.9998690134726378,38/59,PDK3;CDK5R1;ATR;PNCK;DGKQ;STK32A;PARP1;MAP3K12;CLSPN;SGK3;NEK6;RPS6KA6;SGK1;HIPK1;TOP1;CAMK1D;CAMK4;CAMKV;DMPK;MORC3;DCLK3;RPS6KA2;PLK2;AKT3;PARP2;CAMK2D;BRSK1;IKBKE;PKN3;ULK2;GALNT2;PRKCG;RPS6KB2;MAST2;CAB39;RPS6KA4;PRKX;TTK,0.6623529875721114,0.9999841444821818,45/59,PDK3;ATR;PNCK;DGKQ;STK32A;PARP1;MAP3K12;CAMK1;CLSPN;SGK3;HIPK2;NEK6;PRKD1;RPS6KA6;LATS1;CDK5;SBK1;SGK1;HIPK1;TOP1;CAMK1D;CAMK4;HIPK4;CAMKV;DMPK;LMTK2;DCLK3;RPS6KA2;PLK2;AKT3;PARP2;DYRK4;CAMK2D;CSNK1A1L;IKBKE;PKN3;ULK2;STK32C;RPS6KB2;MAST2;PRKCQ;CAB39;RPS6KA4;PRKX;TTK
Notch signaling pathway (GO:0007219),0.5503841249549748,315.0,28,0.8176142817458325,254.0,28,0.09744248483524755,0.6943422851072758,21/28,ZNF423;ASCL1;BMP2;SNW1;JAG2;HEYL;PSENEN;GMDS;NCSTN;SNAI2;SNAI1;POFUT1;NOTCH3;APH1B;DLGAP5;HOXD3;JAG1;NOTCH2;HEY1;SUSD5;NOTCH1,0.5558109977117469,0.9999841444821818,22/28,ZNF423;ASCL1;BMP2;SNW1;NLE1;JAG2;HEYL;PSENEN;GMDS;MAML2;ADAM10;SNAI2;SNAI1;POFUT1;NOTCH3;DLGAP5;HOXD3;JAG1;NOTCH2;HEY1;SUSD5;NOTCH1
regulation of dendrite development (GO:0050773),0.5499597192763541,316.0,18,0.8489326114116706,174.0,18,0.2458383101375461,0.9962206661546672,13/18,SARM1;SEMA4D;RTN4IP1;HECW1;SDC2;RAP2A;LZTS1;CAMK1D;ZDHHC15;ALK;CSMD3;CDKL5;CHRNA3,0.8006652727316593,0.9999841444821818,13/18,CHRNB2;SARM1;RTN4IP1;HECW1;SDC2;RAP2A;CAMK1D;ZDHHC15;ALK;CSMD3;CDKL5;BMP5;CHRNA3
protein modification by small protein conjugation (GO:0032446),0.5497547366230578,317.0,153,0.7225952346317629,597.0,153,0.016949586414214547,0.30025512773844354,107/153,CDC16;MOCS3;CUL2;PJA2;RBX1;GAN;CDC23;TRIM50;UBE2D4;NUP54;RNF40;UCHL3;NUP107;TRIM60;TRPC4AP;KLHL9;C10ORF90;TRIM54;PIAS4;RNF20;DCUN1D5;LZTR1;HACE1;RNF135;NUP37;TRPM4;PIAS2;RNF43;ASB11;RRAGA;NUP133;TRIM17;RNF168;IFIH1;CDC73;TRIM39;TRIM63;NUP85;CHFR;BARD1;UBE2M;PCNP;FBXO45;CBLL1;NUP35;RNF26;RAE1;EGR2;ANAPC11;PEX14;TRIM55;DCUN1D4;RNF152;UBE2T;FBXL5;CCDC22;TRIM34;HERC5;UBA7;NUP62;RAD18;DET1;TRIM23;EYA1;NUP214;SPSB2;ZNF598;FBXL2;FBXO2;TRIML1;LEO1;FBXO11;UBE2R2;RNF39;FBXL3;RNF103;PDZRN3;NUP205;RNF212;NUP98;UBR2;NFE2L2;WWP1;MKRN3;DCUN1D1;SMURF2;WDR61;RNF111;UBA52;PEX13;ABCB11;UBD;AAAS;TRIM69;RNF139;RNF7;HECW1;TRIM43;KLHL2;ASB2;FBXO24;TRIM28;KLHL25;NSMCE2;RNF113A;TRIM74;ARRDC4,0.5204250068615129,0.9999841444821818,119/153,CDC16;MOCS3;PJA2;GAN;CDC23;FBXO10;UBE2V2;TRIM50;TRIM68;UBE2D4;NUP54;RNF40;FBXL15;UCHL3;NUP107;TRIM47;TRIM60;C10ORF90;PIAS4;TRIM54;RNF20;DCUN1D5;TOPORS;HACE1;RNF135;NUP37;TRPM4;PIAS2;RNF43;ASB11;TRIM17;RNF168;IFIH1;CDC73;TRIM39;RNF25;TRIM63;NUP85;CHFR;BARD1;UBE2M;MAGEF1;FBXO45;NUP35;KLHL13;RAE1;EGR2;ANAPC11;PEX14;TRIM55;DCUN1D4;RNF152;SPSB4;UBE2T;FBXL5;SIRT1;CCDC22;FBXW5;NUP62;RAD18;DET1;TRIM23;EYA1;NUP214;SPSB2;ZNF598;FBXL2;FBXO2;CUL7;DCUN1D3;TRIM58;TRIML1;LEO1;FBXO11;UBE2R2;PEX12;FBXL3;BRAP;CBLC;RNF151;RNF103;STUB1;PDZRN3;NUP205;RNF212;NUP98;NFE2L2;WWP1;MKRN3;DCUN1D1;ISG15;RNF111;UBA52;PEX13;CAND2;UBD;AAAS;TRIM7;TRIM48;NUP88;ATG3;RNF139;RNF7;HECW1;TRIM43;KLHL2;ARIH1;ASB2;TRIM40;TRIM28;KLHL25;TRIM5;NSMCE2;PEX10;RNF113A;TRIM74;CNOT4;ARRDC4;UFC1
phagosome maturation (GO:0090382),0.5494148458098623,318.0,21,0.6043091046655024,1140.0,21,0.577453042827575,0.9998690134726378,13/21,ATP6V0D1;ATP6V1D;RAB20;ATP6V1E1;TCIRG1;SLAMF8;ATP6V1G3;ATP6V0E2;RAB34;ATP6V0A2;ATP6V1B2;ATP6V1B1;ATP6V1G2,0.9225095965612073,0.9999841444821818,14/21,ATP6V0D1;RAB20;ATP6V1E1;ATP6V1G1;SLAMF8;RAB38;ATP6V1E2;MCOLN1;ATP6V0E1;ATP6V0E2;ATP6V0A2;ATP6V1B2;ATP6V1B1;ATP6V1G2
regulation of cellular catabolic process (GO:0031329),0.5492966963697072,319.0,27,0.6109690657351828,1118.0,27,0.12289224166370548,0.7303436097156739,20/27,LAMP3;GPR137B;USP13;ABCD1;WDR91;MTMR3;TYSND1;ABCB11;GPR137;BOK;RRAGD;C9ORF72;WDR24;FBXL2;WDR41;CISD2;DDIT3;DEPDC5;DAPK2;RRAGA,0.9748033496105387,0.9999841444821818,17/27,WDR91;NUPR1;TPCN2;C9ORF72;MTMR3;WDR24;RRAGB;FBXL2;CISD2;DEPDC5;HDAC6;DAPK3;TYSND1;GPR137;DAPK2;BOK;RRAGD
negative regulation of cellular metabolic process (GO:0031324),0.5484176996237053,320.0,17,0.7094236471056036,674.0,17,0.05882233002494897,0.576714583505478,14/17,SIRT5;SIRT2;TRAP1;PTX3;EDN1;SDCBP;APCS;ATXN2;ABCA2;UGT1A8;WDR54;INS;TRAT1;SLC22A13,0.8380923914202545,0.9999841444821818,12/17,SIRT5;SIRT2;TRAP1;PTX3;EDN1;SDCBP;ATXN2;PCSK9;UGT1A8;WDR54;INS;ANKRD13B
organelle assembly (GO:0070925),0.5482244855866022,321.0,135,0.6884211448683866,785.0,135,0.08773987835733814,0.6745003148720369,91/135,FARP2;TMOD4;IFT172;IFT74;RCC1;ABCA3;NOTCH1;VPS25;ARL6;TEKT2;CDC14A;LIMD1;VPS37B;DHX37;CHMP6;SSX2IP;DYNC1H1;AUP1;ARF4;ULK2;VPS36;RPS23;TEKT4;PTPDC1;BIN2;RB1CC1;ATP6V1D;TMOD2;IFT88;GOLGA8B;GABARAP;NEK6;DISC1;EXOC2;HPS1;HSPB11;PIK3C3;STAM;CDC14B;ATG9A;UBAP2L;ANLN;MAPRE3;BBS2;VPS28;VPS37D;TEKT3;TRAF3IP1;INTU;IFT140;GBF1;CCDC66;MRPL22;TP53INP2;NUP62;EHD4;STX12;MYOZ1;FHDC1;FBF1;TP53INP1;TEKT1;TMOD3;RBM14;CENPE;SQLE;MAP1LC3C;CCDC28B;UBQLN2;OGFOD1;TTC8;VPS4A;TMEM138;HYLS1;RC3H1;WDR45;NPHP3;VPS37C;EIF4ENIF1;DYNLL2;ATP6V0D1;TUBGCP6;SAC3D1;FLII;C9ORF72;DLGAP5;RPS3;ATG16L1;ATXN2;STX7;TMEM17,0.6822051229672543,0.9999841444821818,103/135,FARP2;TMOD4;TSG101;IFT74;ABCA3;NOTCH1;VPS25;VPS37A;ARL6;TEKT2;CCDC96;CDC14A;YTHDF3;VPS37B;HDAC6;DHX37;SSX2IP;DYNC1H1;AUP1;ARF4;ULK2;VPS36;RPS23;TEKT4;RAB38;BIN2;RB1CC1;TMOD2;CCDC57;IFT88;TMEM41B;GOLGA8B;CHMP1B;GABARAP;NEK6;DISC1;EXOC2;HSPB11;PIK3C3;STAM;CDC14B;ATG9A;UBAP2L;ANLN;BBS2;VPS28;VCX;EXOC3;IFT81;VPS37D;TEKT3;TUBGCP2;INTU;IFT140;MIS12;GBF1;CHMP2A;SSTR3;CCDC66;MRPL22;RAB23;WIPI1;NUP62;EHD4;STX12;MYOZ1;FHDC1;FBF1;TP53INP1;TEKT1;TMOD3;CENPE;SQLE;MAP1LC3C;RILPL1;UBQLN2;TTC8;VPS4A;TMEM138;HYLS1;RC3H1;WDR45;NPHP3;VPS37C;EIF4ENIF1;RAB11FIP3;DYNLL2;TEKT5;TMEM67;ATP6V0D1;CCDC65;TUBGCP6;SAC3D1;STK36;FLII;C9ORF72;DLGAP5;ATG3;CDS1;IFT20;ATXN2;STX7;TMEM17
cytosolic transport (GO:0016482),0.5480048182640147,322.0,42,0.6523099174684321,957.0,42,0.5425449032172444,0.9998690134726378,26/42,GBF1;HEATR5B;HOOK2;WDR81;CLTCL1;WDR91;SYS1;PIK3C3;ANKRD27;EMP2;CORO7;VPS26A;RAB9A;AP4M1;TBC1D10A;STX10;BAIAP3;SNX6;RAB6C;TBC1D17;STX8;VPS13C;TMEM87A;RNF126;TBC1D10C;GOSR1,0.7834058485896465,0.9999841444821818,31/42,SNX2;GBF1;HEATR5B;HOOK2;CLTCL1;AP2A1;UBE2O;TBC1D23;WDR91;SYS1;PIK3C3;ANKRD27;VPS52;EMP2;CORO7;LMTK2;VPS26A;STX5;RAB9A;AP4M1;RAB9B;STX10;BAIAP3;SNX6;TBC1D17;GGA1;STX8;VPS13C;RNF126;VPS13A;GOSR1
cellular respiration (GO:0045333),0.5472839085476472,323.0,16,0.459441144529895,1341.0,16,0.3723519225481612,0.9998690134726378,11/16,NDUFS8;COQ10B;UQCRC2;SURF1;MDH2;COQ10A;BLOC1S1;OXA1L;UQCRC1;NR4A3;SDHB,0.7202750241088727,0.9999841444821818,12/16,COQ10B;UQCRC2;ETFDH;UQCRB;COX4I2;SURF1;MDH2;COQ10A;BLOC1S1;OXA1L;NR4A3;SDHB
nitrogen compound transport (GO:0071705),0.5470419943373058,324.0,62,0.8513586462083392,166.0,62,0.35887840888685735,0.9998690134726378,40/62,SLC18A2;SLC22A2;LMAN2L;SCAMP5;RUFY1;FLVCR1;CD3G;SLC6A12;SLC22A4;CALCRL;ARRDC5;SLC15A3;SLC5A7;SLC29A4;SLC6A3;TOM1;SLC18A1;CUBN;SLC19A2;SLC16A10;SEC14L1;AQP9;CD320;SLC6A13;LRP1B;SLC43A1;SNX4;EDN1;SCAMP4;RHCG;SLC6A2;SLC1A5;SLC7A10;SLC7A4;RAMP2;SLC38A5;RHBG;ARRDC4;SLC35F3;SLC22A13,0.46118144665704874,0.9999841444821818,49/62,SLC15A2;CHMP2A;SLC18A2;SLC22A2;ZG16;CHMP1B;SCAMP5;RUFY1;RAMP1;FLVCR1;SLC6A12;SLC22A4;CALCRL;SLC15A3;SLC5A7;SLC29A4;SLC6A3;SLC7A3;TOM1;SLC18A1;CUBN;SLC19A2;SLC16A10;SEC14L1;SLC6A4;AQP9;SLC6A18;SLC22A5;CD320;SLC7A8;SLC36A1;LRP1B;SLC6A13;SLC43A1;SCAMP3;EDN1;SCAMP4;RHCG;SLC6A2;SLC1A5;SLC7A10;SLC7A4;LRP2;SLC38A5;RHBG;RAB38;ARRDC4;SLC35F3;SNX4
regulation of cytokinesis (GO:0032465),0.5467642616199456,325.0,37,0.758746143832021,449.0,37,0.40183872179077323,0.9998690134726378,24/37,PRPF40A;CDC6;KIF20A;MRGPRX2;CETN2;PIK3C3;KIF14;GIPC1;KIF20B;CDC14B;FSD1;CDC14A;ZFYVE19;KIF13A;E2F7;PLK2;KLHL9;PIK3R4;DCDC1;TAS2R13;AURKB;VPS4A;E2F8;PIN1,0.3888700152043237,0.9999841444821818,30/37,PRPF40A;SH3GLB1;AURKC;CDC6;KIF20A;RAB11FIP3;SSTR5;MRGPRX2;PIK3C3;KIF14;KLHL13;GIPC1;KIF20B;TAS1R2;CDC14B;RXFP3;FSD1;CDC14A;ZFYVE19;KIF13A;E2F7;PLK2;PIK3R4;DCDC1;TAS2R13;AURKB;OPN1LW;VPS4A;E2F8;PIN1
regulation of kinase activity (GO:0043549),0.5460676068962452,326.0,33,0.8500529678628697,169.0,33,0.33424803878830806,0.9998690134726378,22/33,ALK;LMO4;RYK;EPHA10;TTN;LTK;PRDX3;MST1R;EPHA2;EMP2;TEK;EPHB6;HLA-DRB1;ZNF622;CDKN1C;EPHB4;FGFR2;CSF1R;EPHB3;INSRR;SLAMF8;EPHA1,0.3658056830557928,0.9999841444821818,27/33,EPHA3;ALK;EPHB1;RYK;TTN;EPHA10;LTK;PRDX3;MST1R;EPHA2;ROS1;EMP2;EPHB6;TEK;HLA-DRB1;LMTK2;CDKN1C;EPHA7;LDB1;EPHB4;FGFR2;CSF1R;EPHB3;INSRR;ROR1;SLAMF8;CD4
negative regulation of apoptotic signaling pathway (GO:2001234),0.5458236988091296,327.0,27,0.8146207185151617,266.0,27,0.5194755588844655,0.9998690134726378,17/27,MMP9;NR4A2;FZD9;PIH1D1;SIAH2;HERPUD1;AVP;PPIF;FXN;TMEM14A;CX3CR1;ITGA6;GATA4;NDUFA13;TRIAP1;NDUFS3;RIPK1,0.5966797114080999,0.9999841444821818,21/27,NOL3;PPIF;FZD9;GATA4;NR4A2;SIAH2;TRIAP1;PELI3;BCL2L2;GSTP1;PSME3;MMP9;PIH1D1;HERPUD1;AVP;FXN;CX3CR1;ITGA6;NDUFA13;GHITM;NDUFS3
cholesterol transport (GO:0030301),0.5456267038363962,328.0,26,0.909976283930355,70.0,26,0.27234117614984865,0.9998690134726378,18/26,ABCA7;LCAT;NPC1;APOC2;ABCG4;STX12;LIMA1;CETP;TSKU;NPC2;MSR1;SERAC1;VPS4A;APOA2;OSBPL5;APOA5;ABCA8;APOA1,0.048097828438681225,0.9999841444821818,24/26,APOA5;APOA1;APOC3;CES1;ABCG4;STX12;LIMA1;SOAT2;APOC2;CETP;APOB;ABCA8;ABCA7;NPC1;TSKU;LIPC;OSBPL5;LCAT;STARD4;NPC2;SERAC1;VPS4A;APOA2;ABCG8
response to calcium ion (GO:0051592),0.5454050844046288,329.0,53,0.8089269872429141,282.0,53,0.07897182187216997,0.6506062492544039,38/53,KCNH1;SYT7;RYR2;BRAF;KCNMB4;CPNE2;WNT5A;PPIF;CRHBP;TTN;SYT1;PEF1;AKR1C3;SYT2;GUCA1A;CASQ2;SYT4;STIM1;RYR3;CPNE7;SYT10;TRPV6;HOMER1;CPNE4;CPNE5;ALG2;CPNE9;CAMK2D;SYT13;SLC25A24;IQGAP1;ITPKB;GPLD1;PLCG2;SYT17;ITPR3;KCNMB3;PRKAA1,0.06776910888457512,0.9999841444821818,46/53,KCNH1;SYT7;LGMN;RYR2;BRAF;KCNMB4;CPNE2;WNT5A;PPIF;MCOLN1;CRHBP;D2HGDH;TTN;SYT8;PEF1;AKR1C3;ALOX15;SYT2;CASQ2;SYT4;FGB;SYT3;STIM1;RYR3;CPNE7;SYT10;TRPV6;CPNE4;CPNE5;ALG2;CPNE9;CAMK2D;LCE1D;NLGN1;SYT13;SLC25A24;IQGAP1;PDCD6;ADAM9;GPLD1;PLCG2;SYT17;KCNMB3;DPEP1;CASR;GUCA1A
nucleus organization (GO:0006997),0.5452439054617116,330.0,19,0.6109630138252036,1119.0,19,0.19578111980021493,0.9288434365410292,14/19,REEP4;NUMA1;NUP133;DMPK;NUP54;NUP98;NUP35;VPS4A;LEMD2;LEMD3;SYNE1;NUP205;CHMP6;TMEM170A,0.5717143630842458,0.9999841444821818,15/19,REEP4;NUMA1;DMPK;NUP98;NUP54;CHMP2A;SPAG4;NUP35;VPS4A;PRM2;LEMD3;SYNE1;NUP205;CHMP1B;TMEM170A
regulation of response to DNA damage stimulus (GO:2001020),0.5437338935939016,331.0,16,0.6621549943760967,918.0,16,0.3723519225481612,0.9998690134726378,11/16,PARG;POLH;NSMCE1;WDR76;IER3;FBXO5;SMYD2;USP51;FXR2;FEM1B;ING2,0.7202750241088727,0.9999841444821818,12/16,PARG;POLH;NSMCE1;WDR76;IER3;FBXO5;FEM1B;UBE2V2;SIRT7;RPA2;ING2;NKX3-1
