set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
positive regulation of protein localization to cell periphery (GO:1904377),0.577453042827575,0.9998690134726378,13/21,ARHGEF16;SQSTM1;EPB41L2;CNPY4;STAC2;STX3;DLG1;KIF5B;EPHA2;GNAI1;AKAP5;NUMA1;PLS1,0.9699733806790846,0.9999948639545445,4/21,GNAI1;PLS1;EPB41L2;SORBS1,21
positive regulation of protein localization to membrane (GO:1905477),0.6908196993173639,0.9998690134726378,20/34,SQSTM1;TFDP2;ITGB1BP1;DLG1;PDCD5;ITGAM;PPP3CC;KIF5B;PDZK1;AKAP5;BAD;CNPY4;EPHA2;SLC5A3;YWHAH;PLS1;ARHGEF16;STX3;STAC2;E2F1,0.9981693413140492,0.9999948639545445,5/34,KCNB1;SORBS1;ITGB1BP1;YWHAH;PLS1,34
positive regulation of protein localization to nucleus (GO:1900182),0.7134274129739884,0.9998690134726378,11/19,CCT4;TFRC;TRIM28;ZC3H12A;CCT2;CCT7;PYHIN1;DKC1;INS;NGFR;HCLS1,0.1968035809436429,0.9999948639545445,9/19,CCT4;HDAC3;CCT7;PYHIN1;TGFB1;DKC1;INS;NGFR;HCLS1,19
positive regulation of protein localization to plasma membrane (GO:1903078),0.7134274129739884,0.9998690134726378,11/19,ARHGEF16;SQSTM1;CNPY4;STAC2;STX3;DLG1;KIF5B;EPHA2;ATP2C1;AKAP5;PLS1,0.984676173589713,0.9999948639545445,3/19,SORBS1;PLS1;ATP2C1,19
positive regulation of protein metabolic process (GO:0051247),0.8481594750297694,0.9998690134726378,30/54,PLK2;WFS1;IL17D;PAEP;TIPARP;HACE1;HECW1;IL23R;EGLN2;ASB11;WWP1;IL18;NDUFA13;INS;WNT5A;AGT;PLA2G10;OAZ2;KLF4;TLR9;BARD1;IDE;ABCA2;EIF4G1;VPS28;DTL;SMURF2;TNFSF12;SORL1;NFKBIA,0.8509777725187515,0.9999948639545445,16/54,IDE;ATG7;IL23A;ABCA2;PLK2;DTL;WFS1;C4BPA;IL18;KLF4;TGFB1;NDUFA13;INS;NKD1;IL12B;AGT,54
positive regulation of protein modification process (GO:0031401),0.9267755691693027,0.9998690134726378,37/69,DAB2;TBX1;FGF22;RARRES2;FXR2;RB1CC1;NOS1AP;TAOK1;ERP29;ASPSCR1;FGF10;FNIP1;TEK;PIN1;RAB3GAP2;SYMPK;RAB3GAP1;CDK2AP1;HLA-DRB1;PROM2;ODAM;SEMA4D;FGF6;TERF2IP;LEPR;DAXX;BMP2;CSF1R;SVIP;TFRC;RIPK1;FGF3;MMP9;LEP;MARCO;FGF17;RAP2A,0.3002802271695823,0.9999948639545445,27/69,TBX1;FXR2;CD4;RB1CC1;NOS1AP;TAOK1;ATG7;ERP29;SIRT1;FGF10;TEK;FGF8;CSNK1D;RAB3GAP1;PROM2;SEMA4D;HDAC3;CAMK1;DAXX;PDE8A;BMP2;RIPK1;MMP9;LEP;TGFB1;FGF17;PPP1R7,69
positive regulation of protein phosphorylation (GO:0001934),0.9937995531719057,0.9998690134726378,76/147,MAPRE3;DAB2;RAP2A;RAF1;TBX1;FGF22;BMP15;RARRES2;CCL19;IQGAP1;FXR2;RB1CC1;HCLS1;CAB39;RASSF2;CAMKK1;ERP29;SNCA;BMP8B;ARAF;RPS6KA4;FGF10;HAX1;JAK2;FNIP1;PIN1;TEK;TNK2;INS;PLCG2;LEFTY1;CDK2AP1;AGT;LCP2;HLA-DRB1;GDF1;TCL1B;PROM2;ODAM;GATA1;SEMA4D;BCAR3;DGKQ;MMD;NTF4;SDCBP;GDF5;PRKAG1;GDF3;FGF6;TERF2IP;TTK;LEPR;DAXX;TCL1A;BMP2;GDF9;TNKS1BP1;ADCYAP1;ARHGEF2;TNFRSF14;CSF1R;EIF4G1;TFRC;RIPK1;BRAF;CX3CR1;CCR7;FGF3;MMP9;LEP;MARCO;FGF17;AVP;CENPE;JTB,0.2219150138707228,0.9999948639545445,57/147,MAPRE3;OPRD1;TBX1;BMP3;CCL19;IQGAP1;FXR2;CD4;RB1CC1;S1PR2;HCLS1;RASSF2;INHA;ERP29;SNCA;SIRT1;MMD2;FGF10;HAX1;JAK2;TEK;TNK2;INS;CSNK1D;FGF8;PLCG2;AGT;TCL1B;PROM2;EGF;SEMA4D;INHBE;DGKQ;MMD;GDF5;HDAC3;PRKAG1;CAMK1;GDF15;TTK;DAXX;PDE8A;BMP2;NODAL;ADCYAP1;ARHGEF2;TNFRSF14;HFE;RIPK1;CSPG4;MMP9;LEP;TGFB1;FGF17;NGF;JTB;SH2D3A,147
positive regulation of production of molecular mediator of immune response (GO:0002702),0.6125775509160287,0.9998690134726378,11/18,NOD2;TNFRSF14;GPI;TNFSF4;RBP4;DNAJB9;PHB2;SPHK2;TNFRSF4;WNT5A;TLR9,0.9784979396322752,0.9999948639545445,3/18,FFAR2;TNFRSF14;PHB2,18
positive regulation of programmed cell death (GO:0043068),0.6765450610751187,0.9998690134726378,70/117,SCIN;DAPK2;APH1B;SQSTM1;STK17B;CRADD;FAF1;TFAP4;TNFRSF10C;GPLD1;IAPP;LILRB1;CTNNBL1;PDCD5;ABR;CYP1B1;NGFR;PNMA1;TOP2A;PLEKHG5;RASSF2;MELK;BOK;SNCA;GADD45A;SUDS3;SPDEF;ITGB3BP;HTRA2;NEUROD1;FZD9;PNMA5;GADD45G;PIP5KL1;SYK;UBA52;TIAM2;HOXA5;PSENEN;MLLT11;POU4F2;ZNF622;MARK4;BAD;PREX1;DDX20;PYCARD;ING3;SLIT2;RPS6KA2;PXT1;NCSTN;OLFM1;SPHK2;DNM1L;NLRC4;BMP2;BARD1;ARHGEF16;ARHGEF2;C3ORF38;MAP3K5;RIPK1;ITGA6;MOAP1;EEF1E1;E2F1;TFPT;UBD;ATF6,0.3441941660308733,0.9999948639545445,44/117,DAPK2;APH1B;DCUN1D3;TNFRSF10C;GPLD1;ADAMTSL4;ABR;NGFR;PNMA1;TOP2A;PLEKHG5;RASSF2;ATG7;BOK;SNCA;SIRT1;GADD45A;RASGRF2;SUDS3;HTRA2;PLEKHN1;FZD9;PNMA5;PIP5KL1;SYK;TIAM2;PSENEN;MLLT11;DAPK3;WNT10B;BAK1;NGEF;OLFM1;DKKL1;NLRC4;BMP2;ARHGEF2;FGD2;MAP3K5;RIPK1;MOAP1;NGF;UBD;ATF6,117
positive regulation of proteasomal protein catabolic process (GO:1901800),0.8528302457436638,0.9998690134726378,15/28,DAB2;PRICKLE1;GABARAP;RNF217;RBX1;RAD23A;USP13;CBFA2T3;PSMC3;DET1;HECTD1;FBXO22;PSMC5;COP1;SIRT2,0.15426373196909435,0.9999948639545445,13/28,STUB1;PRICKLE1;GABARAP;RNF217;PSMC2;RBX1;OSBPL7;PSMC3;DET1;HECTD1;FBXO22;PSMC5;CSNK1D,28
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),0.42158346083044984,0.9998690134726378,17/26,DAB2;PRICKLE1;GABARAP;RNF217;RBX1;RAD23A;CBFA2T3;UBQLN2;CDC20;DET1;HERPUD1;HECTD1;FBXO22;SIRT6;NFE2L2;COP1;SIRT2,0.44603943668500645,0.9999948639545445,10/26,STUB1;PRICKLE1;GABARAP;RNF217;RBX1;CDC20;DET1;HECTD1;FBXO22;CSNK1D,26
positive regulation of protein binding (GO:0032092),0.9233800854418452,0.9998690134726378,7/15,BAMBI;IDE;B2M;MMP9;PIN1;NVL;BMP2,0.6617217408490095,0.9999948639545445,5/15,BAMBI;IDE;HFE;MMP9;BMP2,15
positive regulation of protein catabolic process (GO:0045732),0.7920325127589875,0.9998690134726378,22/39,PLK2;FAF1;RDX;GPLD1;TIPARP;HECW1;HACE1;EGLN2;ASB11;WWP1;NDUFA13;WNT5A;OAZ2;BARD1;IDE;TNFRSF1B;VPS28;DTL;SMURF2;TNFSF12;SORL1;ADAM8,0.9667895073158416,0.9999948639545445,9/39,IDE;ATG7;PLK2;TNFRSF1B;DTL;GPLD1;C4BPA;NDUFA13;NKD1,39
positive regulation of protein kinase B signaling (GO:0051897),0.9361238334778957,0.9998690134726378,35/66,FGF22;MYOC;ITGB1BP1;P2RY12;CCL19;IAPP;HPSE;HCLS1;PIK3CG;FGF10;HAX1;TEK;AKR1C3;IL18;INS;MST1R;F3;TRAT1;IRS1;GFRAL;ICOS;FGFR2;NRG4;F10;FGF6;NRG2;GCNT2;CX3CR1;RTN4;FGF3;CCR7;LEP;FGF17;TSPYL5;ADAM8,0.3836526592795406,0.9999948639545445,25/66,AREG;CCL19;ITGB1BP1;HCLS1;PIK3CG;P2RX4;FGF10;HAX1;TEK;AKR1C3;IL18;INS;FGF8;FAM110C;MST1R;F3;GFRAL;EGF;ICOS;FGFR2;GCNT2;GDF15;LEP;TGFB1;FGF17,66
positive regulation of protein kinase activity (GO:0045860),0.2657537639077381,0.9998690134726378,41/62,MAPRE3;CCL19;CCL5;IQGAP1;PIH1D1;LILRA5;PARP16;IL23R;TAOK1;CAB39;RASSF2;CAMKK1;DKK1;RIPK3;SNCA;EGR1;SYAP1;TELO2;KIF14;AGT;LCP2;TCL1B;DOK7;CLSPN;TPX2;PAK6;MMD;PRKAG1;EMP2;DAXX;TCL1A;ADCYAP1;MAP2K2;CSF1R;UNC119;ADRB2;CCR7;MAP2K1;INCENP;CENPE;JTB,0.02417191909974738,0.7863772648574545,30/62,MAPRE3;CCL19;CCL5;IQGAP1;PIH1D1;CD4;PARP16;TAOK1;RASSF2;RIPK3;SNCA;MMD2;SYAP1;TELO2;KIF14;AGT;TCL1B;TPX2;MMD;PRKAG1;CAMK1;EMP2;DAXX;INCENP;IL23A;ADCYAP1;UNC119;ADRB2;IL12B;JTB,62
positive regulation of phagocytosis (GO:0050766),0.8880713940275432,0.9998690134726378,14/27,IL2RB;PYCARD;CYBA;APOA1;CALR;CAMK1D;CCL2;SIRPG;APOA2;NCKAP1L;ABCA7;IL2RG;LYAR;C4B,0.8945678798912791,0.9999948639545445,7/27,IL2RB;CAMK1D;SIRPG;FCGR2B;ABCA7;C4B;LYAR,27
positive regulation of phosphate metabolic process (GO:0045937),0.8832652025569516,0.9998690134726378,8/16,SNCA;DSCAM;GLMN;SDCBP;ITGA6;CCL5;NCKAP1L;PTH,0.8741488165271394,0.9999948639545445,4/16,CCL5;KCTD20;EGF;SNCA,16
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),0.9859564847081519,0.9998690134726378,13/30,PIK3CG;SEMA4D;MYOC;HAX1;JAK2;TEK;HCST;CCL5;IL18;LEP;INS;AGT;HCLS1,0.23537458069128686,0.9999948639545445,13/30,PIK3CG;EGF;SIRT1;SEMA4D;HAX1;JAK2;TEK;CCL5;IL18;LEP;INS;AGT;HCLS1,30
positive regulation of phospholipase C activity (GO:0010863),0.8911910245206776,0.9998690134726378,9/18,ADRA1A;NTF4;HTR2A;NMUR1;P2RY12;GPR55;PHB2;SELE;PTH,0.9959041645382102,0.9999948639545445,2/18,PHB2;SELE,18
positive regulation of phosphorylation (GO:0042327),0.8170943168697464,0.9998690134726378,54/94,DAB2;TBX1;FGF22;EPHB3;RARRES2;GAPDHS;RYK;EPHB6;CCL5;FXR2;RB1CC1;ERP29;FGF10;EPHA10;FNIP1;TEK;PIN1;EPHB4;INS;LMO4;MLXIPL;ALK;CDK2AP1;ZNF622;HLA-DRB1;MST1R;PROM2;ODAM;LTK;SEMA4D;INSRR;DSCAM;FGFR2;SDCBP;GLMN;EPHA2;FGF6;PRKAA1;LEPR;DAXX;BMP2;CSF1R;TFRC;RIPK1;ITGA6;FGF3;MMP9;LEP;MARCO;PFKFB4;NCKAP1L;FGF17;RAP2A;EPHA1,0.13146351112655258,0.9999948639545445,39/94,TBX1;EPHB3;RYK;CCL5;FXR2;CD4;TIE1;RB1CC1;ERP29;SIRT1;EPHA7;FGF10;EPHA10;TEK;EPHB4;INS;LMO4;CSNK1D;ALK;MLXIPL;FGF8;MST1R;EGF;PROM2;SEMA4D;INSRR;FGFR2;HDAC3;PRKAA1;KCTD20;DAXX;PDE8A;BMP2;RIPK1;MMP9;LEP;TGFB1;PFKFB4;FGF17,94
positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),0.5091811302767864,0.9998690134726378,14/22,CDC42EP2;NCKAP1;TWF2;EPS8;PALM;ARPC2;CCL19;P2RY12;EPS8L2;CCR7;EPS8L3;CDC42EP1;ANLN;MARK4,0.7132958321756167,0.9999948639545445,7/22,NCKAP1;PALM;CCL19;EPS8L3;CDC42EP1;CLRN1;ANLN,22
positive regulation of potassium ion transmembrane transport (GO:1901381),0.4678895268096429,0.9998690134726378,13/20,ATP1B2;KCNH2;KCNJ3;GABBR2;KCNJ15;KCNN3;KCNMB3;KCNJ16;KCNJ6;NPPA;KCNMB4;NOS1AP;ATP1B3,0.5999867179977203,0.9999948639545445,7/20,KCNN4;ATP1B2;KCNN3;KCNJ9;NPPA;NOS1AP;ATP1B3,20
positive regulation of potassium ion transport (GO:0043268),0.812253275671817,0.9998690134726378,12/22,KCNH2;KCNJ3;GABBR2;KCNJ15;KCNN3;KCNMB3;KCNJ16;KCNJ6;DLG1;KIF5B;KCNMB4;NOS1AP,0.9342737243501681,0.9999948639545445,5/22,KCNN4;KCNN3;KCNJ9;FHL1;NOS1AP,22
positive regulation of neuron differentiation (GO:0045666),0.7955377825341425,0.9998690134726378,11/20,ADRA2C;ARHGEF2;BMP2;ADRA2B;MMD;NEUROD1;HEYL;ASCL1;KCTD11;HOXD3;SIN3A,0.4155624351787781,0.9999948639545445,8/20,ARHGEF2;MMD2;ADRA2B;MMD;ASCL1;HOXD3;NGF;BMP2,20
positive regulation of neuron projection development (GO:0010976),0.6955955296358403,0.9998690134726378,17/29,WNT5A;TWF2;FES;ATP1B2;LTK;STYXL1;ZDHHC15;RIT2;ITGA6;CAMK1D;GPC2;ZNF804A;BHLHB9;FUT9;ALK;S100A9;DHX36,0.8610678167468749,0.9999948639545445,8/29,VLDLR;ATP1B2;LRRC7;ZDHHC15;CAMK1D;BHLHB9;CAMK1;ALK,29
positive regulation of nucleic acid-templated transcription (GO:1903508),0.505354643145218,0.9998690134726378,119/193,LRP5;BRD7;USP21;TFAP2B;ZNF516;TRIM56;NFE2;FOXF1;BLM;EGR1;AGT;HLA-DRB1;TBX5;ARID1B;KLF4;YWHAH;PSMC5;PHF5A;EGR2;EOMES;MAP2K2;ARNTL2;HOXA11;TRERF1;HCFC1;TASP1;USP16;SEC14L2;MAP2K1;E2F1;NFIL3;BRCA2;BCL3;TRIM16;HDAC1;DDIT3;KCNH2;MED4;TP53INP1;CDKN1C;EPC1;SMARCD3;MLLT11;GPATCH3;ZIC2;RNF111;CTCFL;NR0B2;SNAI1;GTF2H1;YEATS4;FLI1;ING2;TP53INP2;MAPRE3;FOS;ENY2;TAF1L;TFAP4;NCOA6;GATA4;SOX18;WBP2NL;CALCOCO1;NEUROD1;NOTCH1;GLI3;RORB;GLI1;MLXIPL;NUP85;ILF2;IRF1;GATA1;RGMB;SUPT3H;NUP62;FZD2;GATA6;MAP3K5;RNF20;CITED2;MAFB;DLX5;SETD3;XPC;ZMIZ1;NAT14;TBX1;TRIP4;ZNF281;HOXC13;FOXH1;FOXC2;ZBTB48;CAMK4;MED12;HAS3;AHR;RLF;MAP3K12;MRPL12;TFEB;WNT5A;ZKSCAN3;NIF3L1;NPAS3;ATF5;BMP2;CLOCK;BAMBI;CITED1;RXRB;PML;TRIM28;PYHIN1;ZNF423;HEY1;SRY,0.4921986577621954,0.9999948639545445,69/193,MAPRE3;FOS;TBX1;WT1;BRD7;EHF;ZNF496;TRIM16;USP21;NCOA6;ZNF423;HDAC1;TRIM56;CD4;ZBTB48;HAS3;CAMK4;LHX2;WBP2NL;MAP3K12;NR1H4;FOXF1;CALCOCO1;GLI3;HAND2;MLXIPL;SMARCD3;MLLT11;AGT;NUP85;IRF1;GPATCH3;EGF;MYOCD;RGMB;TGFB1I1;CAND2;ZNF398;ARNT2;RFPL3;ARID1B;KLF4;NPAS3;YWHAH;PSMC5;SOST;GLIS2;PHF5A;RNF111;CTCFL;BMP2;FLI1;CLOCK;BAMBI;CITED1;ARNTL2;TRERF1;GATA6;PML;MAP3K5;ING2;USP16;MAFB;DLX5;TGFB1;PYHIN1;SETD3;ZMIZ1;NFIL3,193
positive regulation of ossification (GO:0045778),0.9545805499078736,0.9998690134726378,7/16,GPM6B;ALOX5;FZD9;WNT5A;BMPR1B;PTH;BMP2,0.8741488165271394,0.9999948639545445,4/16,FZD9;BMPR1B;TGFB1;BMP2,16
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),0.9948485231650851,0.9998690134726378,11/28,GDF9;DAB2;BMP8B;BMP15;SDCBP;GDF5;GDF3;LEFTY1;TTK;BMP2;GDF1,0.5592458837313893,0.9999948639545445,10/28,INHA;HFE;INHBE;BMP3;GDF5;TGFB1;GDF15;TTK;BMP2;NODAL,28
positive regulation of peptide hormone secretion (GO:0090277),0.36399987373985265,0.9998690134726378,18/27,NLGN2;BAD;AACS;GHRH;ADCYAP1;BLK;MYRIP;ACSL4;GHRL;RBP4;GHRHR;SLC30A8;TRH;RASL10B;GCK;INS;UCN;DOC2B,0.34826519109743087,0.9999948639545445,11/27,NLGN2;ADCYAP1;HFE;GHRL;GHRHR;TRH;RASL10B;INS;UCN;GRP;SCT,27
positive regulation of peptidyl-serine phosphorylation (GO:0033138),0.9993444034831862,0.9998690134726378,18/46,TCL1B;TNKS1BP1;AVP;RAF1;SNCA;ARAF;BCAR3;NTF4;HAX1;IFNA8;EIF4G1;FNIP1;TFRC;BRAF;TERF2IP;IFNA10;TCL1A;HCLS1,0.9670296033523479,0.9999948639545445,11/46,TCL1B;OPRD1;SNCA;SH2D3A;HAX1;IFNA21;TGFB1;CAMK1;NGF;IFNA5;HCLS1,46
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),0.9990350627009145,0.9998690134726378,25/59,CCL5;LILRA5;CSH2;IL23R;HCLS1;FGF10;HAX1;JAK2;TNK2;IL18;TNFSF18;PLCG2;IL20;AGT;DOK7;GATA1;SEMA4D;DGKQ;IL12A;TNFRSF1A;ARHGEF2;TNFRSF14;CSF1R;GREM1;UNC119,0.43163832528491775,0.9999948639545445,22/59,CCL5;HCLS1;STAP2;FGF10;HAX1;JAK2;TNK2;IL18;PLCG2;IL20;AGT;SEMA4D;DGKQ;CRLF1;IL23A;ARHGEF2;TNFRSF14;GREM1;UNC119;CSPG4;TGFB1;IL12B,59
positive regulation of transcription by RNA polymerase II (GO:0045944),0.5519685879967922,0.9998690134726378,226/369,DAB2;PFKM;ZNF76;LMX1B;LRP5;GLIS1;SPAG8;NKX2-8;ATF1;TFAP2B;E2F8;FSHB;HOXD4;PRPF6;GLIS3;SREBF2;ZNF750;TAF6L;LHX4;HOXA7;CREB3;FOXF1;GATA5;ECD;EGR1;HOXA5;CDC73;PARP1;TNIP3;PTH;LMO2;FIZ1;BMPR1B;NOD2;WWOX;CTAG1A;TBX5;ELK3;PSMC3;KLF4;PER1;CREB3L4;TLR2;DPF1;NANOG;EGR2;GAL;EOMES;TNFRSF1A;ARHGEF2;ARNTL2;TRERF1;MYBL2;SATB2;RUVBL2;HCFC1;USP16;NOTCH3;E2F1;ATF6;EGR4;NFKBIA;MED25;EAPP;WAS;FOXJ3;NR4A2;CDH13;HOXD13;SFPQ;ZBED4;ETV5;HDAC1;FSTL3;DDIT3;ZBTB17;MED4;ZC3H12A;EPC1;NHLH1;PIN1;IL18;PPARGC1B;CEBPG;SMARCD3;CDC5L;FGFR2;LAGE3;NKRF;NCK1;HOXD3;IL33;ZNF746;CTCFL;RNF111;SIN3A;YEATS4;TNIP2;SS18L2;SOX12;CEBPZ;NFIA;BEX1;ZFP64;NLRP3;CTBP2;NR4A3;FOS;SQSTM1;IL4I1;IRF8;GTF2F1;PLA2G1B;NCOA6;GATA4;ZEB2;JAG1;LPIN3;NGFR;NPAS4;TRIAP1;SOX18;DHX36;MZF1;TOX2;RBM14;EDN1;PF4;CALCOCO1;NEUROD1;NOTCH1;GLI3;PPRC1;PTPRN;HAX1;RORB;GLI1;MLXIPL;YY1;NFE2L2;SLC30A9;POU4F2;MED19;IRF1;GATA1;E2F3;RNASEL;LPIN1;SLC9A1;MYOD1;PAXIP1;TLR9;BCL9;SSBP2;GREM1;THAP3;SMARCA5;GATA6;NCOA2;RIPK1;CITED2;DLX5;ZNF639;SETD3;CRX;SNW1;ZMIZ1;REL;TBX1;PRDM15;EAF2;TFDP2;ZNF263;FOXH1;ITGB1BP1;LILRB1;NFAT5;FOXC2;MED12;AHR;RLF;MTF2;HCLS1;TLR3;RPS6KA4;TFEB;TAF7;STAT6;UBA52;DLGAP5;RAX;GPS2;CDX2;HIVEP1;WNT5A;ESRRA;PLAG1;HOXD8;LEO1;E2F7;POU3F2;CDK7;IRF3;MOSPD1;HSF1;PDX1;DBP;DOT1L;ATF5;SIRT2;BMP2;CLOCK;RXRB;ADCYAP1;CITED1;NHLH2;ITGA6;PRDM10;HEYL;AKAP8L;ASCL1;ARF4;HEY1;IL17A;SRY;GABPA,0.8214751597034258,0.9999948639545445,123/369,PFKM;WT1;ZNF76;GLIS1;SPAG8;MPND;HOXD4;GLIS3;SREBF2;COPS5;CREB3;NR1H4;FOXF1;GATA5;ECD;HAND2;GALR2;PARP1;BMPR1B;WWOX;MYOCD;PSMC3;KLF4;DPF1;UTF1;ABRA;GAL;ARHGEF2;ARNTL2;TRERF1;MYBL2;SATB2;E4F1;USP16;DPF3;TGFB1;ATF6;EGR4;MED25;FOXJ3;NR4A2;ZBED4;HDAC1;FSTL3;CCNC;MIXL1;IL18;SMARCD3;ZNF513;FGFR2;LAGE3;HDAC3;DPF2;GLIS2;HOXD3;CAMK1;RNF111;CTCFL;WNT8A;SOX12;BEX1;NLRP3;CTBP2;NR4A3;FOS;EHF;ZFPM1;GTF2F1;MAML3;NCOA6;ZEB2;LPIN3;NGFR;NPAS4;RBM14;PF4;CALCOCO1;HAX1;GLI3;PTPRN;MLXIPL;YY1;SLC30A9;IRF1;E2F3;RNASEL;ATP1B4;GREM1;GATA6;RIPK1;DLX5;BCL2L12;SETD3;SNW1;ZMIZ1;TBX1;ZNF263;ITGB1BP1;NFAT5;HCLS1;RFXAP;NR2C2;MEF2B;SIRT1;KLF14;ESRRA;ARNT2;LEO1;E2F7;POU3F2;IRF3;MOSPD1;BMP2;SP7;CLOCK;ADCYAP1;CITED1;NHLH2;BCL9L;PGR;ASCL1;ARF4;LMX1A,369
